[Event-to-counter mappings]
pmc1=llc_misses
pmc2=mispred_branches
pmc3=potentially_predicted_branches
[Event counts]
nsample    pid      event          pmc1          pmc2          pmc3
      1  29606       tick          4439         18112        776848 
      2  29606       tick          1960          1420        729155 
      3  29606       tick          2025          1446        731468 
      4  29606       tick          2014          1488        728551 
      5  29606       tick          1547          1466        732164 
      6  29606       tick          1673          1458        731705 
      7  29606       tick          1683          1443        732096 
      8  29606       tick          1510          1455        730855 
      9  29606       tick          1421          1440        732835 
     10  29606       tick          1582          1456        732284 
     11  29606       tick          1793          1471        730991 
     12  29606       tick          1880          1458        730084 
     13  29606       tick          1654          1525        727044 
     14  29606       tick          1694          1486        730866 
     15  29606       tick          1669          1447        732552 
     16  29606       tick          1645          1471        731434 
     17  29606       tick          1787          1478        730685 
     18  29606       tick          1757          1488        729880 
     19  29606       tick          1380          1418        733096 
     20  29606       tick          1513          1448        732589 
     21  29606       tick          1634          1473        731264 
     22  29606       tick          1765          1489        730600 
     23  29606       tick          1949          1539        727803 
     24  29606       tick          1650          1444        730906 
     25  29606       tick          1674          1467        730702 
     26  29606       tick          1783          1440        732215 
     27  29606       tick          1880          1459        730914 
     28  29606       tick          1706          1444        731246 
     29  29606       tick          1736          1429        732386 
     30  29606       tick          1605          1453        732555 
     31  29606       tick          1818          1449        730696 
     32  29606       tick          1782          1457        730801 
     33  29606       tick          1771          1483        730056 
     34  29606       tick          1792          1471        730447 
     35  29606       tick          1703          1447        732784 
     36  29606       tick          1688          1446        732351 
     37  29606       tick          1803          1476        730073 
     38  29606       tick          1707          2178        670495 
     39  29606       tick          1662          1469        732249 
     40  29606       tick          1691          1441        732472 
     41  29606       tick          1739          1454        731764 
     42  29606       tick          1817          1488        730379 
     43  29606       tick          1769          1500        730209 
     44  29606       tick          1751          1424        732368 
     45  29606       tick          1833          1501        729588 
     46  29606       tick          1676          1465        732317 
     47  29606       tick          1703          1377        701936 
     48  29606       tick          1978          1539        757181 
     49  29606       tick          1642          1449        734154 
     50  29606       tick          1594          1453        732657 
     51  29606       tick          1786          1450        730804 
     52  29606       tick          1722          1481        730805 
     53  29606       tick          1758          1529        729469 
     54  29606       tick          1615          1437        732402 
     55  29606       tick          1802          1482        730515 
     56  29606       tick          1655          1442        732657 
     57  29606       tick          1712          1452        731903 
     58  29606       tick          1815          1474        730682 
     59  29606       tick          1779          1476        730447 
     60  29606       tick          1614          1422        732793 
     61  29606       tick          1739          1442        732385 
     62  29606       tick          1874          1454        729656 
     63  29606       tick          1673          1468        731110 
     64  29606       tick          1614          1429        732433 
     65  29606       tick          1836          1522        728282 
     66  29606       tick          1653          1450        732436 
     67  29606       tick          1826          1448        730804 
     68  29606       tick          1701          1459        731722 
     69  29606       exit          2074          2058        655910 
