cpu_freq_0,cpu_freq_1,cpu_freq_2,cpu_freq_3,cpu_freq_4,cpu_freq_5,cpu_freq_6,cpu_freq_7,cpu_temp_0,cpu_temp_1,cpu_temp_2,cpu_temp_3,cpu_temp_4,cpu_temp_5,cpu_temp_6,cpu_temp_7,fan_speed,gpu_temp,sensor_big_uA,sensor_big_uV,sensor_big_uW,sensor_gpu_uA,sensor_gpu_uV,sensor_gpu_uW,sensor_little_uA,sensor_little_uV,sensor_little_uW,sensor_mem_uA,sensor_mem_uV,sensor_mem_uW
1300000,1300000,1300000,1300000,200000,200000,200000,200000,-1,-1,-1,-1,26000,26000,26000,24000,255,25000,124122,915000,113460,48488,1021250,49008,223016,1208750,269384,128492,1221250,156288
1300000,1300000,1300000,1300000,200000,200000,200000,200000,-1,-1,-1,-1,26000,26000,26000,25000,255,25000,130972,915000,118950,48792,1021250,49008,234972,1207500,282438,230958,1226250,281980
1300000,1300000,1300000,1300000,200000,200000,200000,200000,-1,-1,-1,-1,26000,26000,26000,25000,255,25000,72610,915000,65880,48488,1021250,49008,234484,1206250,282204,235963,1226250,288110
1300000,1300000,1300000,1300000,200000,200000,200000,200000,-1,-1,-1,-1,26000,26000,26000,25000,255,25000,67404,915000,61305,48792,1021250,49008,234728,1206250,282204,235963,1226250,288110
1300000,1300000,1300000,1300000,200000,200000,200000,200000,-1,-1,-1,-1,27000,26000,26000,25000,255,25000,66856,915000,60390,48792,1021250,49008,234728,1206250,282204,235963,1226250,288110
1300000,1300000,1300000,1300000,200000,200000,200000,200000,-1,-1,-1,-1,27000,26000,27000,25000,255,26000,66856,915000,60390,48792,1021250,49008,234972,1206250,282204,235963,1226250,288110
1300000,1300000,1300000,1300000,200000,200000,200000,200000,-1,-1,-1,-1,27000,27000,27000,25000,255,26000,68774,915000,62220,48792,1021250,49008,234972,1206250,282204,235963,1226250,288110
1300000,1300000,1300000,1300000,200000,200000,200000,200000,-1,-1,-1,-1,27000,27000,27000,25000,255,26000,66856,915000,60390,48488,1021250,49008,235460,1206250,283410,236236,1226250,289336
1300000,1300000,1300000,1300000,200000,200000,200000,200000,-1,-1,-1,-1,27000,27000,27000,25000,255,26000,67678,915000,61305,48792,1021250,49008,235216,1206250,283410,236509,1226250,289336
1300000,1300000,1300000,1300000,200000,200000,200000,200000,-1,-1,-1,-1,27000,27000,27000,26000,255,26000,67952,915000,61305,48792,1021250,49008,235216,1206250,283410,236236,1226250,289336
1300000,1300000,1300000,1300000,200000,200000,200000,200000,-1,-1,-1,-1,27000,27000,27000,26000,255,26000,66856,915000,60390,48792,1021250,49008,235216,1206250,283410,235963,1226250,288110
1300000,1300000,1300000,1300000,200000,200000,200000,200000,-1,-1,-1,-1,27000,27000,27000,26000,255,26000,68774,915000,62220,48792,1021250,49008,235216,1206250,283410,235690,1226250,288110
1300000,1300000,1300000,1300000,200000,200000,200000,200000,-1,-1,-1,-1,27000,27000,27000,26000,255,26000,66582,915000,60390,48792,1021250,49008,235460,1206250,283410,236509,1226250,289336
1300000,1300000,1300000,1300000,200000,200000,200000,200000,-1,-1,-1,-1,27000,27000,27000,26000,255,26000,66856,915000,60390,48944,1021250,49008,235216,1206250,283410,235963,1226250,288110
1300000,1300000,1300000,1300000,200000,200000,200000,200000,-1,-1,-1,-1,27000,27000,27000,26000,255,26000,68774,915000,62220,48792,1021250,49008,235460,1206250,283410,236236,1226250,289336
1300000,1300000,1300000,1300000,200000,200000,200000,200000,-1,-1,-1,-1,28000,27000,27000,26000,255,26000,66582,915000,60390,48792,1021250,49008,235460,1206250,283410,236509,1226250,289336
1300000,1300000,1300000,1300000,200000,200000,200000,200000,-1,-1,-1,-1,28000,27000,27000,26000,255,26000,68226,915000,62220,48792,1021250,49008,235460,1206250,283410,236509,1226250,289336
1300000,1300000,1300000,1300000,200000,200000,200000,200000,-1,-1,-1,-1,28000,27000,27000,26000,255,26000,67404,915000,61305,48792,1021250,49008,235460,1206250,283410,235963,1226250,288110
1300000,1300000,1300000,1300000,200000,200000,200000,200000,-1,-1,-1,-1,28000,27000,27000,26000,255,27000,66856,915000,60390,48944,1021250,49008,235460,1206250,283410,236509,1226250,289336
1300000,1300000,1300000,1300000,200000,200000,200000,200000,-1,-1,-1,-1,28000,27000,27000,26000,255,26000,70144,915000,64050,48792,1021250,49008,235460,1206250,283410,236691,1226250,289336
1300000,1300000,1300000,1300000,200000,200000,200000,200000,-1,-1,-1,-1,28000,27000,27000,26000,255,27000,67130,915000,61305,48792,1021250,49008,235460,1206250,283410,236236,1226250,289336
