,time,Run_1,UPDATE_PERIOD_us,cpu_freq0,cpu_freq1,cpu_freq2,cpu_freq3,cpu_iio_temp,sensor_cpu_uW,sensor_ina226_CALC_uW
count,15.0,15.0,5.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
mean,7.115957241573333,2.0,100000.0,599999.0,599999.0,599999.0,599999.0,28.19967231,1824115.0,1802539.203
std,0.002237854555762091,0.0,0.0,0.0,0.0,0.0,0.0,0.5847576583258441,21175.13072359085,18675.691896301905
min,7.1127819644,2.0,100000.0,599999.0,599999.0,599999.0,599999.0,26.640753,1610000.0,1584171.0
25%,7.11317188935,2.0,100000.0,599999.0,599999.0,599999.0,599999.0,27.80648,1810000.0,1798335.75
50%,7.1170708309,2.0,100000.0,599999.0,599999.0,599999.0,599999.0,28.210599,1823000.0,1802590.0
75%,7.1177103613,2.0,100000.0,599999.0,599999.0,599999.0,599999.0,28.599175,1835000.0,1809707.5
max,7.1184425899,2.0,100000.0,599999.0,599999.0,599999.0,599999.0,30.184564,1860000.0,1832211.0
