,time,UPDATE_PERIOD_us,cpu_freq0,cpu_freq1,cpu_freq2,cpu_freq3,cpu_iio_temp,sensor_cpu_uW,sensor_ina226_CALC_uW
count,50.0,5.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
mean,3.32908795024,100000.0,399999.0,399999.0,399999.0,399999.0,29.335432589999996,2036502.0,2010443.739
std,0.1658993198023787,0.0,0.0,0.0,0.0,0.0,0.5917748960426458,79179.9309008126,77432.97991484877
min,3.1481718583,100000.0,399999.0,399999.0,399999.0,399999.0,27.526706,1685000.0,1677083.0
25%,3.152281398625,100000.0,399999.0,399999.0,399999.0,399999.0,28.941121,2060000.0,2031204.5
50%,3.4441728175,100000.0,399999.0,399999.0,399999.0,399999.0,29.329697,2060000.0,2040687.0
75%,3.4814206684999998,100000.0,399999.0,399999.0,399999.0,399999.0,29.718273,2073000.0,2047382.5
max,3.514089378,100000.0,399999.0,399999.0,399999.0,399999.0,31.459092,2098000.0,2064190.0
