,time,cpu_freq_0,cpu_freq_1,cpu_freq_2,cpu_freq_3,cpu_freq_4,cpu_freq_5,cpu_freq_6,cpu_freq_7,cpu_temp_0,cpu_temp_1,cpu_temp_2,cpu_temp_3,cpu_temp_4,cpu_temp_5,cpu_temp_6,cpu_temp_7,fan_speed,gpu_temp,sensor_big_uA,sensor_big_uV,sensor_big_uW,sensor_gpu_uA,sensor_gpu_uV,sensor_gpu_uW,sensor_little_uA,sensor_little_uV,sensor_little_uW,sensor_mem_uA,sensor_mem_uV,sensor_mem_uW
count,6.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0
mean,2.0,1500000.0,1500000.0,1500000.0,1500000.0,200000.0,200000.0,200000.0,200000.0,-1.0,-1.0,-1.0,-1.0,24059.21052631579,25006.57894736842,25467.105263157893,23002.19298245614,255.0,23651.315789473683,36407.149122807015,915474.2324561403,32848.55263157895,48489.333333333336,1021285.6359649122,49009.36842105263,83805.97368421052,1312264.254385965,109331.98464912281,22296.59649122807,1215000.0,26844.572368421053
std,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,236.27752256440502,80.93224893977663,499.46472215316174,46.829290579084685,0.0,477.0772060132378,11339.12498260426,607.2089477971674,10370.365902467955,166.19705855117374,278.7665752039419,10.704636487831374,1173.9023095100333,489.5217367491987,1463.3406736766256,1322.1463782857156,0.0,1624.0567789104318
min,2.0,1500000.0,1500000.0,1500000.0,1500000.0,200000.0,200000.0,200000.0,200000.0,-1.0,-1.0,-1.0,-1.0,24000.0,25000.0,25000.0,23000.0,255.0,23000.0,32058.0,915000.0,29280.0,48184.0,1020000.0,48960.0,82716.0,1311250.0,107502.0,21749.0,1215000.0,25515.0
25%,2.0,1500000.0,1500000.0,1500000.0,1500000.0,200000.0,200000.0,200000.0,200000.0,-1.0,-1.0,-1.0,-1.0,24000.0,25000.0,25000.0,23000.0,255.0,23000.0,33702.0,915000.0,30195.0,48488.0,1021250.0,49008.0,83265.0,1312500.0,108896.0,22022.0,1215000.0,26730.0
50%,2.0,1500000.0,1500000.0,1500000.0,1500000.0,200000.0,200000.0,200000.0,200000.0,-1.0,-1.0,-1.0,-1.0,24000.0,25000.0,25000.0,23000.0,255.0,24000.0,34524.0,915000.0,31110.0,48488.0,1021250.0,49008.0,83509.0,1312500.0,108896.0,22022.0,1215000.0,26730.0
75%,2.0,1500000.0,1500000.0,1500000.0,1500000.0,200000.0,200000.0,200000.0,200000.0,-1.0,-1.0,-1.0,-1.0,24000.0,25000.0,26000.0,23000.0,255.0,24000.0,35346.0,916250.0,32025.0,48488.0,1021250.0,49008.0,83753.0,1312500.0,108896.0,22022.0,1215000.0,26730.0
max,2.0,1500000.0,1500000.0,1500000.0,1500000.0,200000.0,200000.0,200000.0,200000.0,-1.0,-1.0,-1.0,-1.0,25000.0,26000.0,26000.0,24000.0,255.0,24000.0,124122.0,916250.0,113460.0,48792.0,1022500.0,49056.0,91988.0,1312500.0,119301.0,31759.0,1215000.0,37665.0
