[Event-to-counter mappings]
pmc1=llc_misses
pmc2=mispred_branches
pmc3=potentially_predicted_branches
[Event counts]
nsample    pid      event          pmc1          pmc2          pmc3
      1  21915       tick        161282          2269        728199 
      2  21915       tick       1295094             8       4411282 
      3  21915       tick       1793415            15       6035778 
      4  21915       tick       1793749            10       6037027 
      5  21915       tick       1781223             9       5994762 
      6  21915       tick       1788190             9       6018090 
      7  21915       tick       1791865             9       6030572 
      8  21915       tick       1792429             9       6032512 
      9  21915       tick       1793736             7       6036983 
     10  21915       tick       1788996             9       6020682 
     11  21915       tick       1792922             8       6034122 
     12  21915       tick       1794695            10       6040170 
     13  21915       tick       1792073             6       6031254 
     14  21915       tick       1794005             7       6037745 
     15  21915       tick       1796154             7       6045104 
     16  21915       tick       1793067             7       6034625 
     17  21915       tick       1791767             8       6030302 
     18  21915       tick       1789704             8       6023364 
     19  21915       tick       1784108             9       6004548 
     20  21915       tick       1774657             8       5972320 
     21  21915       tick       1771146             9       5960687 
     22  21915       tick       1771929             8       5963168 
     23  21915       tick       1765523             7       5941523 
     24  21915       tick       1783199             7       6001353 
     25  21915       tick       1765070             9       5940432 
     26  21915       tick       1790045             7       6024424 
     27  21915       exit        787518            92       2649945 
