,time,Command_4,cpu_freq_0,cpu_freq_1,cpu_freq_2,cpu_freq_3,cpu_freq_4,cpu_freq_5,cpu_freq_6,cpu_freq_7,cpu_temp_0,cpu_temp_1,cpu_temp_2,cpu_temp_3,cpu_temp_4,cpu_temp_5,cpu_temp_6,cpu_temp_7,fan_speed,gpu_temp,sensor_big_uA,sensor_big_uV,sensor_big_uW,sensor_gpu_uA,sensor_gpu_uV,sensor_gpu_uW,sensor_little_uA,sensor_little_uV,sensor_little_uW,sensor_mem_uA,sensor_mem_uV,sensor_mem_uW
count,20.0,1.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0
mean,2.4240000000000004,1.0,200000.0,200000.0,200000.0,200000.0,1800000.0,1800000.0,1800000.0,1800000.0,-1.0,-1.0,-1.0,-1.0,66767.54385964913,65903.50877192983,73973.68421052632,74122.80701754386,255.0,50710.52631578947,4695630.53508772,1224141.995614035,5745937.138157895,52759.666666666664,1022730.2631578947,53413.63596491228,18463.736842105263,918366.2280701754,16407.844298245614,58543.53289473684,1216192.4342105263,70410.95614035087
std,0.5709124737046642,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4772.024623685539,4742.085224544785,5084.707564073449,5376.20373579999,0.0,4256.550084690862,158283.66899332975,1105.9214088795295,197022.25325796223,1032.4929537937292,485.10193427740126,1075.7394610528702,2419.0266212532642,577.2041600466586,2230.862219330846,2878.569556814817,321.1462917693081,3550.7114090221435
min,0.0,1.0,200000.0,200000.0,200000.0,200000.0,1800000.0,1800000.0,1800000.0,1800000.0,-1.0,-1.0,-1.0,-1.0,50000.0,49000.0,55000.0,54000.0,255.0,36000.0,1966498.0,1211250.0,2380826.0,49704.0,1022500.0,50078.0,13969.0,917500.0,11921.0,52507.0,1215000.0,63180.0
25%,2.5375,1.0,200000.0,200000.0,200000.0,200000.0,1800000.0,1800000.0,1800000.0,1800000.0,-1.0,-1.0,-1.0,-1.0,65000.0,64000.0,72000.0,72000.0,255.0,49000.0,4658685.0,1223750.0,5697957.0,52288.0,1022500.0,53144.0,17507.0,917500.0,15589.0,56784.0,1216250.0,68096.0
50%,2.56,1.0,200000.0,200000.0,200000.0,200000.0,1800000.0,1800000.0,1800000.0,1800000.0,-1.0,-1.0,-1.0,-1.0,69000.0,68000.0,76000.0,76000.0,255.0,52000.0,4724171.0,1223750.0,5778325.0,53048.0,1022500.0,54166.0,18483.0,918750.0,16524.0,57785.0,1216250.0,69312.0
75%,2.56,1.0,200000.0,200000.0,200000.0,200000.0,1800000.0,1800000.0,1800000.0,1800000.0,-1.0,-1.0,-1.0,-1.0,70000.0,69000.0,78000.0,78000.0,255.0,54000.0,4762462.5,1225000.0,5831000.0,53504.0,1022500.0,54166.0,18971.0,918750.0,16524.0,60515.0,1216250.0,72960.0
max,2.58,1.0,200000.0,200000.0,200000.0,200000.0,1800000.0,1800000.0,1800000.0,1800000.0,-1.0,-1.0,-1.0,-1.0,72000.0,71000.0,79000.0,80000.0,255.0,55000.0,4801302.0,1225000.0,5881225.0,53960.0,1023750.0,54219.0,35258.0,918750.0,32095.0,67522.0,1217500.0,81539.0
