,time,UPDATE_PERIOD_us,cpu_freq0,cpu_freq1,cpu_freq2,cpu_freq3,cpu_iio_temp,sensor_cpu_uW,sensor_ina226_CALC_uW
count,80.0,5.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
mean,2.3218227729425003,100000.0,599999.0,599999.0,599999.0,599999.0,29.380849326,2079057.0,2055182.301
std,0.1781955799253227,0.0,0.0,0.0,0.0,0.0,0.6025933207397423,68475.43089047074,68254.39387835849
min,2.1467172397,100000.0,599999.0,599999.0,599999.0,599999.0,27.448991,1723000.0,1704929.0
25%,2.149309834775,100000.0,599999.0,599999.0,599999.0,599999.0,28.987751,2098000.0,2071096.25
50%,2.15184951105,100000.0,599999.0,599999.0,599999.0,599999.0,29.376326,2098000.0,2080383.5
75%,2.5029211494999997,100000.0,599999.0,599999.0,599999.0,599999.0,29.795988,2111000.0,2086653.0
max,2.52698876,100000.0,599999.0,599999.0,599999.0,599999.0,31.459092,2136000.0,2103623.0
