,time,Run_1,UPDATE_PERIOD_us,cpu_freq0,cpu_freq1,cpu_freq2,cpu_freq3,cpu_iio_temp,sensor_cpu_uW,sensor_ina226_CALC_uW
count,20.0,20.0,5.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
mean,7.388556490455,2.0,100000.0,599999.0,599999.0,599999.0,599999.0,28.095860428,1897750.0,1872342.5
std,0.49172712479939634,0.0,0.0,0.0,0.0,0.0,0.0,0.6214978933074129,16392.443753516807,16223.706884157611
min,7.107513718,2.0,100000.0,599999.0,599999.0,599999.0,599999.0,26.143376,1660000.0,1643104.0
25%,7.11228282875,2.0,100000.0,599999.0,599999.0,599999.0,599999.0,27.697679,1898000.0,1871020.25
50%,7.1136798831,2.0,100000.0,599999.0,599999.0,599999.0,599999.0,28.086255,1898000.0,1873061.5
75%,7.3802298633,2.0,100000.0,599999.0,599999.0,599999.0,599999.0,28.505917,1898000.0,1875075.75
max,8.23612012,2.0,100000.0,599999.0,599999.0,599999.0,599999.0,29.920332,1985000.0,1956670.0
