,time,UPDATE_PERIOD_us,cpu_freq0,cpu_freq1,cpu_freq2,cpu_freq3,hwmon_cpu_thermal_mC,hwmon_cpu_thermal_uA,hwmon_cpu_thermal_uV,hwmon_cpu_thermal_uW,sensor_cpu_uW,smartpower_uA,smartpower_uV,thermal_zone_temp0
count,20.0,5.0,983.0,983.0,983.0,983.0,983.0,983.0,983.0,983.0,983.0,983.0,983.0,983.0
mean,4.859,100000.0,900000.0,900000.0,900000.0,900000.0,48536.87792472025,0.0,0.0,0.0,4227382.502543235,842488.3011190234,5018304.170905392,48537.37334689726
std,0.014473205733718006,0.0,0.0,0.0,0.0,0.0,716.0297139601796,0.0,0.0,0.0,8143.455323550537,1669.0593539948202,2405.029713305382,715.9641726504416
min,4.84,100000.0,900000.0,900000.0,900000.0,900000.0,46251.0,0.0,0.0,0.0,4210000.0,839000.0,5010000.0,46251.0
25%,4.85,100000.0,900000.0,900000.0,900000.0,900000.0,48199.0,0.0,0.0,0.0,4221000.0,841000.0,5019000.0,48199.0
50%,4.86,100000.0,900000.0,900000.0,900000.0,900000.0,48686.0,0.0,0.0,0.0,4225000.0,842000.0,5019000.0,48686.0
75%,4.87,100000.0,900000.0,900000.0,900000.0,900000.0,49173.0,0.0,0.0,0.0,4232000.0,843000.0,5019000.0,49173.0
max,4.89,100000.0,900000.0,900000.0,900000.0,900000.0,50147.0,0.0,0.0,0.0,4282000.0,853000.0,5019000.0,50147.0
