[Event-to-counter mappings]
pmc1=llc_misses
pmc2=mispred_branches
pmc3=potentially_predicted_branches
[Event counts]
nsample    pid      event          pmc1          pmc2          pmc3
      1   3808       tick         15109        520765       3755311 
      2   3808       tick          1471        114094       1004742 
      3   3808       tick          1176          6563        205976 
      4   3808       tick          1159          6508        205982 
      5   3808       tick          1367          6644        205194 
      6   3808       tick          1101          6385        203060 
      7   3808       tick          1155          6657        208930 
      8   3808       tick          1183          6566        205438 
      9   3808       tick          1184          6682        205489 
     10   3808       tick          1131          6567        205202 
     11   3808       tick          1269          6582        205382 
     12   3808       tick          1177          6585        206025 
     13   3808       tick          1025          6504        206064 
     14   3808       tick           895          6570        206462 
     15   3808       tick          1262          6741        204061 
     16   3808       tick          1206          6542        205937 
     17   3808       tick          1151          6522        205641 
     18   3808       tick          1237          6535        205338 
     19   3808       tick          1157          6444        205889 
     20   3808       tick          1159          6432        205711 
     21   3808       tick          1116          6361        204849 
     22   3808       tick          1183          6475        206628 
     23   3808       tick          1233          6533        205865 
     24   3808       tick          1066          6438        206273 
     25   3808       tick          1296          6568        204542 
     26   3808       tick          1021          6380        206248 
     27   3808       tick          1043          6518        206084 
     28   3808       tick          1182          6488        205332 
     29   3808       tick          1139          6554        205548 
     30   3808       tick          1126          6370        205881 
     31   3808       tick          1259          6470        205555 
     32   3808       tick          1112          6432        205851 
     33   3808       tick          1133          6435        206200 
     34   3808       tick          1029          6447        206284 
     35   3808       tick          1208          6476        205527 
     36   3808       tick          1217          6402        205709 
     37   3808       tick          1155          6444        205859 
     38   3808       tick          1157          6443        205523 
     39   3808       tick          1131          6502        205922 
     40   3808       tick          1078          6381        206035 
     41   3808       tick          1185          6357        205916 
     42   3808       tick          1224          6511        205390 
     43   3808       tick          1138          6491        206009 
     44   3808       tick          1014          6430        206021 
     45   3808       tick          1230          6405        205504 
     46   3808       tick          1221          6433        205582 
     47   3808       tick          1120          6462        206023 
     48   3808       tick          1197          6444        205568 
     49   3808       tick          1170          6519        205354 
     50   3808       tick          1161          6429        205874 
     51   3808       tick          1221          6462        205815 
     52   3808       tick          1079          6481        205686 
     53   3808       tick          1143          6435        206178 
     54   3808       tick          1189          6457        205980 
     55   3808       tick          1175          6517        205200 
     56   3808       tick          1291          6425        205337 
     57   3808       tick          1120          6403        206048 
     58   3808       tick          1179          6440        205438 
     59   3808       tick          1233          6441        205350 
     60   3808       tick          1099          6438        206259 
     61   3808       tick          1230          6416        205063 
     62   3808       tick          1155          6426        205870 
     63   3808       tick          1262          6417        205701 
     64   3808       tick          1133          6408        205913 
     65   3808       tick          1174          6407        205502 
     66   3808       tick          1147          6415        205887 
     67   3808       tick          1051          6439        206307 
     68   3808       tick          1396          6419        205125 
     69   3808       tick          1140          6479        205268 
     70   3808       tick          1157          6398        205847 
     71   3808       tick          1089          6368        205543 
     72   3808       tick          1127          6420        206119 
     73   3808       tick          1226          6362        205663 
     74   3808       tick          1110          6379        206065 
     75   3808       tick          1212          6437        205183 
     76   3808       tick          1140          6492        206144 
     77   3808       tick          1169          6371        205665 
     78   3808       tick          1166          6443        205651 
     79   3808       exit          2783         13890        229909 
