[Event-to-counter mappings]
pmc1=llc_misses
pmc2=mispred_branches
pmc3=potentially_predicted_branches
[Event counts]
nsample    pid      event          pmc1          pmc2          pmc3
      1  29203       tick          4604         18065        905163 
      2  29203       tick          1761          1423        861312 
      3  29203       tick          2392          1372        828347 
      4  29203       tick          2035          1454        893314 
      5  29203       tick          2066          1508        858806 
      6  29203       tick          1815          1529        860701 
      7  29203       tick          1273          1511        863233 
      8  29203       tick          1801          1530        860317 
      9  29203       tick          1788          1494        861465 
     10  29203       tick          1936          1494        861924 
     11  29203       tick          1421          1485        862853 
     12  29203       tick          1838          1478        862618 
     13  29203       tick          1953          1494        861244 
     14  29203       tick          1918          1530        860310 
     15  29203       tick          1886          1509        861813 
     16  29203       tick          2235          1508        861007 
     17  29203       tick          2107          1520        861669 
     18  29203       tick          2022          1513        860521 
     19  29203       tick          1829          1516        861789 
     20  29203       tick          2081          1527        861499 
     21  29203       tick          1906          1493        862239 
     22  29203       tick          1922          1520        862469 
     23  29203       tick          1983          1518        860751 
     24  29203       tick          1861          1470        862646 
     25  29203       tick          1830          1496        862876 
     26  29203       tick          1982          1550        858031 
     27  29203       tick          2158          1543        862272 
     28  29203       tick          2044          1543        859850 
     29  29203       tick          1951          1507        861755 
     30  29203       tick          2014          1538        860521 
     31  29203       tick          2057          1535        859969 
     32  29203       tick          1918          1500        862718 
     33  29203       tick          2010          1516        861530 
     34  29203       tick          1897          1500        861618 
     35  29203       tick          1965          1528        861653 
     36  29203       tick          2006          1519        862042 
     37  29203       tick          1993          1566        860318 
     38  29203       tick          1948          1531        861466 
     39  29203       tick          1917          1515        863275 
     40  29203       tick          2052          1567        858694 
     41  29203       tick          1912          1478        835547 
     42  29203       tick          1997          1565        887561 
     43  29203       tick          1937          1526        860785 
     44  29203       tick          1944          1489        861833 
     45  29203       tick          1997          1494        862193 
     46  29203       tick          1962          1534        859621 
     47  29203       tick          2023          1556        861770 
     48  29203       tick          2205          1675        856036 
     49  29203       tick          2013          1479        862992 
     50  29203       tick          2029          1528        859408 
     51  29203       tick          1998          1528        861680 
     52  29203       tick          1920          1514        861258 
     53  29203       tick          1917          1485        862264 
     54  29203       tick          1997          1519        861380 
     55  29203       tick          1988          1506        862392 
     56  29203       tick          1798          1504        862519 
     57  29203       tick          2056          1536        860479 
     58  29203       tick          2168          1622        858124 
     59  29203       exit          1284          1380        365525 
