frequency,power,task,island,voltage,time,howmany,time_rel
200000,198526.9451754386,gzip-1,big,913766.447368421,21.61583333333333,2,0.6811712184873949
300000,287275.82675438595,gzip-1,big,912565.7894736842,14.273333333333332,2,0.4497899159663865
400000,380358.5570175439,gzip-1,big,912601.4254385964,10.665,2,0.3360819327731092
500000,466486.7938596491,gzip-1,big,910649.6710526316,8.516666666666666,2,0.2683823529411764
600000,546005.0745614035,gzip-1,big,902834.4298245612,7.098333333333334,2,0.223686974789916
700000,632395.8618421053,gzip-1,big,901299.3421052631,6.081666666666667,2,0.1916491596638655
800000,735683.6271929825,gzip-1,big,914632.6754385964,5.324166666666667,2,0.1677783613445378
900000,873497.5,gzip-1,big,940005.4824561405,4.736666666666667,2,0.1492647058823529
1000000,1033432.4780701754,gzip-1,big,965260.4166666666,4.27,2,0.1345588235294117
1100000,1202714.2280701755,gzip-1,big,991211.6228070176,3.880833333333334,2,0.1222951680672269
1200000,1365850.5394736845,gzip-1,big,1016825.6578947369,3.5683333333333334,2,0.1124474789915966
1300000,1560677.4846491227,gzip-1,big,1042461.6228070176,3.293333333333333,2,0.103781512605042
1400000,1775828.5065789474,gzip-1,big,1068675.9868421052,3.0691666666666664,2,0.0967174369747899
1500000,2007851.274122807,gzip-1,big,1094862.9385964912,2.866666666666667,2,0.0903361344537815
1600000,2341821.0701754387,gzip-1,big,1133481.3596491227,2.690833333333334,2,0.0847951680672269
1700000,2651954.2192982454,gzip-1,big,1172003.8377192982,2.5360000000000005,2,0.0799159663865546
1800000,3089261.7192982454,gzip-1,big,1211395.285087719,2.401,2,0.0756617647058823
1900000,3631828.807017544,gzip-1,big,1263453.9473684211,2.2689999999999992,2,0.0715021008403361
2000000,4429356.162280702,gzip-1,big,1328706.1403508773,2.2309999999999994,2,0.0703046218487394
