frequency,power,task,island,voltage,time,howmany,time_rel
200000,181011.8201754386,cacherate-60,big,913793.8596491228,6.2058333333333335,2,0.941704602933738
300000,248471.26096491228,cacherate-60,big,912711.0745614036,4.536666666666666,2,0.6884167931208902
400000,308535.8355263158,cacherate-60,big,912864.5833333334,3.815833333333333,2,0.579033889731917
500000,360556.6864035088,cacherate-60,big,912519.1885964912,3.397500000000001,2,0.5155538694992414
600000,411053.03728070174,cacherate-60,big,911784.5394736842,3.200833333333333,2,0.4857106727364694
700000,456520.3837719298,cacherate-60,big,911049.8903508772,3.0850000000000004,2,0.4681335356600911
800000,507381.1513157895,cacherate-60,big,914380.4824561405,3.0375,2,0.4609256449165402
900000,582175.1622807018,cacherate-60,big,938793.8596491228,3.0175,2,0.4578907435508346
1000000,669209.879385965,cacherate-60,big,964021.3815789474,3.0041666666666664,2,0.4558674759736975
1100000,756381.4649122807,cacherate-60,big,989194.0789473684,2.9966666666666666,2,0.4547293879615579
1200000,859855.0219298246,cacherate-60,big,1015021.9298245612,2.98,2,0.4522003034901365
1300000,961987.879385965,cacherate-60,big,1040060.3070175438,2.9625000000000004,2,0.4495447647951442
1400000,1075600.695175439,cacherate-60,big,1066206.1403508773,2.9575,2,0.4487860394537177
1500000,1197921.8815789474,cacherate-60,big,1091288.3771929825,2.9575,2,0.4487860394537177
1600000,1369243.8684210526,cacherate-60,big,1129841.00877193,2.9516666666666667,2,0.4479008598887203
1700000,1558550.0175438595,cacherate-60,big,1167867.3245614036,2.939,2,0.4459787556904401
1800000,1764335.929824561,cacherate-60,big,1206052.6315789474,2.9770000000000003,2,0.4517450682852807
1900000,2061372.179824561,cacherate-60,big,1257478.070175439,2.9890000000000003,2,0.4535660091047042
2000000,2468341.0592105263,cacherate-60,big,1320816.8859649124,2.962,2,0.4494688922610015
