frequency,power,task,island,voltage,time,howmany,time_rel
200000,194213.68421052632,hash,big,913862.3903508772,21.31583333333333,2,0.5664584994242181
300000,282048.475877193,hash,big,912502.7412280702,14.123333333333331,2,0.3753211090442022
400000,367261.9013157895,hash,big,912157.346491228,10.563333333333334,2,0.2807157409868013
500000,454696.26754385966,hash,big,911203.399122807,8.490833333333333,2,0.2256400035432721
600000,527618.3355263158,hash,big,901710.5263157894,7.103333333333333,2,0.188767827088316
700000,611575.2324561403,hash,big,901329.495614035,6.135000000000001,2,0.1630348126494818
800000,712968.9166666666,hash,big,914270.8333333334,5.39,2,0.1432367791655593
900000,851257.6557017544,hash,big,940046.600877193,4.8075,2,0.127757108689875
1000000,991849.2719298246,hash,big,965079.495614035,4.341666666666666,2,0.1153778013995925
1100000,1155219.5811403508,hash,big,991140.350877193,3.964166666666666,2,0.1053459119496855
1200000,1327108.6754385964,hash,big,1016334.9780701754,3.6291666666666655,2,0.0964434405173177
1300000,1512413.879385965,hash,big,1042513.7061403508,3.385,2,0.0899548232792984
1400000,1708545.471491228,hash,big,1068736.2938596492,3.1666666666666665,2,0.0841527150323323
1500000,1926984.567982456,hash,big,1093930.9210526317,2.966666666666667,2,0.0788378067145008
1600000,2226058.870614035,hash,big,1132500.0,2.796666666666667,2,0.074320134644344
1700000,2550686.3903508773,hash,big,1171318.5307017544,2.648,2,0.0703693861280893
1800000,2918646.995614035,hash,big,1210789.4736842106,2.514,2,0.0668083975551421
1900000,3427478.039473684,hash,big,1262228.6184210526,2.381,2,0.0632739835237842
2000000,4142510.789473684,hash,big,1327044.9561403508,2.264,2,0.0601647621578527
