,time,UPDATE_PERIOD_us,cpu_freq0,cpu_freq1,cpu_freq2,cpu_freq3,hwmon_cpu_thermal_mC,hwmon_cpu_thermal_uA,hwmon_cpu_thermal_uV,hwmon_cpu_thermal_uW,sensor_cpu_uW,smartpower_uA,smartpower_uV,thermal_zone_temp0
count,5.0,5.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
mean,3.65,100000.0,1200000.0,1200000.0,1200000.0,1200000.0,44198.295,0.0,0.0,0.0,3433478.0,684008.0,5017947.0,44197.808
std,0.017320508075688787,0.0,0.0,0.0,0.0,0.0,587.2802500229913,0.0,0.0,0.0,27251.351382126944,5430.9696584893045,2894.2300474508875,587.3952470971419
min,3.64,100000.0,1200000.0,1200000.0,1200000.0,1200000.0,42355.0,0.0,0.0,0.0,3022000.0,602000.0,5010000.0,42355.0
25%,3.64,100000.0,1200000.0,1200000.0,1200000.0,1200000.0,43816.0,0.0,0.0,0.0,3431000.0,684000.0,5019000.0,43816.0
50%,3.64,100000.0,1200000.0,1200000.0,1200000.0,1200000.0,44303.0,0.0,0.0,0.0,3435000.0,684000.0,5019000.0,44303.0
75%,3.65,100000.0,1200000.0,1200000.0,1200000.0,1200000.0,44790.0,0.0,0.0,0.0,3438000.0,685000.0,5019000.0,44790.0
max,3.68,100000.0,1200000.0,1200000.0,1200000.0,1200000.0,45764.0,0.0,0.0,0.0,3545000.0,706000.0,5019000.0,45764.0
