frequency,power,task,island,voltage,time,howmany,time_rel
200000,38485.98026315789,gzip-5,little,917505.4824561405,35.4825,2,1.02318931128947
300000,55203.03947368421,gzip-5,little,917502.7412280702,23.653333333333336,2,0.6820781467775269
400000,71118.59210526316,gzip-5,little,917453.399122807,17.87333333333333,2,0.5154034699860623
500000,86660.87719298246,gzip-5,little,917239.5833333334,14.473333333333333,2,0.4173595424616715
600000,111003.11842105264,gzip-5,little,953725.3289473684,12.005833333333332,2,0.3462056038833084
700000,138027.37719298244,gzip-5,little,990010.9649122808,10.365,2,0.2988897967030326
800000,167667.86403508772,gzip-5,little,1026814.6929824562,9.138333333333334,2,0.2635170855961936
900000,198782.25219298244,gzip-5,little,1063730.8114035088,8.119166666666667,2,0.2341279377132695
1000000,234875.0460526316,gzip-5,little,1099443.5307017544,7.6375,2,0.2202383813139808
1100000,270784.09210526315,gzip-5,little,1132398.5745614036,6.738333333333333,2,0.1943096073436824
1200000,312690.4364035088,gzip-5,little,1159383.2236842106,6.204166666666667,2,0.17890613735762
1300000,367796.02192982455,gzip-5,little,1206469.298245614,5.734166666666667,2,0.1653530061998366
1400000,420513.8618421053,gzip-5,little,1255145.285087719,5.459166666666667,2,0.1574229826500697
1500000,486052.7105263158,gzip-5,little,1291340.4605263155,5.2316666666666665,2,0.150862690440717
