frequency,power,task,island,voltage,time,howmany,time_rel
200000,29028.666666666668,cacherate-100,little,917516.447368421,6.459166666666666,2,1.1285672684915549
300000,37607.16885964912,cacherate-100,little,917505.4824561405,4.9191666666666665,2,0.8594933022714036
400000,45558.583333333336,cacherate-100,little,917757.6754385964,4.258333333333334,2,0.7440302853814795
500000,51226.48464912281,cacherate-100,little,917571.2719298246,3.915,2,0.6840419336051253
600000,62819.28070175439,cacherate-100,little,954235.197368421,3.701666666666666,2,0.6467676179382644
700000,75409.86622807017,cacherate-100,little,991222.5877192982,3.5275,2,0.6163366336633663
800000,90129.88377192985,cacherate-100,little,1027911.1842105264,3.318333333333333,2,0.5797903319743739
900000,104947.00219298246,cacherate-100,little,1065002.74122807,3.228333333333333,2,0.564065230052417
1000000,120869.45394736844,cacherate-100,little,1101510.4166666667,3.170833333333333,2,0.5540186371578334
1100000,140947.50877192983,cacherate-100,little,1138752.74122807,3.084166666666667,2,0.5388759464181714
1200000,163492.81359649124,cacherate-100,little,1175263.1578947369,3.040833333333333,2,0.5313046010483401
1300000,192300.7653508772,cacherate-100,little,1224808.1140350876,2.9625,2,0.5176179382644147
1400000,222432.93201754385,cacherate-100,little,1272823.464912281,3.0091666666666668,2,0.5257716948165405
1500000,244075.29824561405,cacherate-100,little,1293881.5789473683,2.958333333333333,2,0.5168899242865463
