frequency,power,task,island,voltage,time,howmany,time_rel
200000,33161.40570175439,hash,little,917524.6710526316,37.53583333333333,2,0.9974975640003542
300000,48137.77850877193,hash,little,918344.298245614,24.959166666666665,2,0.663278412614049
400000,62158.67543859649,hash,little,917497.2587719298,18.715000000000003,2,0.4973425458410843
500000,76017.38596491228,hash,little,916880.4824561405,14.979166666666664,2,0.3980644875542563
600000,98380.76754385963,hash,little,953755.4824561405,12.511666666666663,2,0.3324918061830099
700000,123179.45833333331,hash,little,990008.2236842106,10.745833333333332,2,0.2855655948268225
800000,150608.47587719298,hash,little,1027409.5394736842,9.418333333333331,2,0.2502878908672158
900000,181950.49561403508,hash,little,1063769.1885964912,8.398333333333335,2,0.2231818584462751
1000000,216438.39912280705,hash,little,1100065.7894736845,7.574999999999998,2,0.2013021525378686
1100000,254449.9100877193,hash,little,1135452.3026315789,6.909166666666667,2,0.1836079369297546
1200000,289560.524122807,hash,little,1160523.5745614036,6.342500000000001,2,0.168549030029232
1300000,342132.21710526315,hash,little,1207299.8903508773,5.869166666666668,2,0.1559704136770307
1400000,400919.25,hash,little,1255131.5789473683,5.483333333333334,2,0.1457170697138808
1500000,457471.4210526316,hash,little,1291376.096491228,5.13,2,0.1363273983523784
