frequency,power,task,island,voltage,time,howmany,time_rel
200000,37353.92105263158,encrypt,little,917510.9649122808,35.49166666666667,2,0.9978445246239632
300000,54491.78947368421,encrypt,little,917516.447368421,23.5725,2,0.6627383908907737
400000,71298.77631578948,encrypt,little,917469.846491228,17.5575,2,0.493627290192587
500000,87548.48245614035,encrypt,little,916652.9605263158,14.011666666666663,2,0.3939365540508878
600000,114297.18421052632,encrypt,little,953684.2105263158,11.698333333333332,2,0.3288974274869968
700000,143767.52631578947,encrypt,little,990008.2236842106,10.021666666666665,2,0.2817581181762803
800000,175988.39692982455,encrypt,little,1026472.0394736842,8.759166666666667,2,0.2462630617121972
900000,212565.2149122807,encrypt,little,1062804.2763157894,7.789166666666667,2,0.2189916123892975
1000000,252924.88157894736,encrypt,little,1097552.0833333333,7.0200000000000005,2,0.1973665713884073
1100000,290352.24342105264,encrypt,little,1120973.1359649124,6.3825,2,0.1794433250550583
1200000,337889.4451754386,encrypt,little,1156581.6885964912,5.859999999999999,2,0.1647532917857644
1300000,401931.4692982456,encrypt,little,1205353.6184210526,5.41,2,0.1521015884916358
1400000,474038.2587719298,encrypt,little,1253952.850877193,5.036666666666667,2,0.1416053605735439
1500000,540069.0855263158,encrypt,little,1290455.0438596492,4.710833333333334,2,0.1324445902253877
