frequency,power,task,island,voltage,time,howmany,time_rel
200000,30081.95175438597,cachekiller,little,917497.2587719298,7.0683333333333325,2,1.128525811601916
300000,38211.39035087719,cachekiller,little,917532.894736842,5.420833333333333,2,0.8654869611495477
400000,45811.50657894737,cachekiller,little,918048.245614035,4.711666666666667,2,0.7522618414050027
500000,51808.95394736842,cachekiller,little,917554.8245614036,4.286666666666666,2,0.6844065992549229
600000,63265.8399122807,cachekiller,little,953969.298245614,4.031666666666666,2,0.643693453964875
700000,76981.85087719298,cachekiller,little,991236.2938596492,3.8425000000000007,2,0.613491218733369
800000,91027.54166666669,cachekiller,little,1027831.6885964912,3.5849999999999995,2,0.5723789249600851
900000,107155.61842105264,cachekiller,little,1065000.0,3.49,2,0.5572112825971263
1000000,123739.23903508772,cachekiller,little,1101466.5570175438,3.4475,2,0.5504257583821182
1100000,144459.71271929826,cachekiller,little,1138736.2938596492,3.340833333333333,2,0.5333954230973922
1200000,163604.18201754385,cachekiller,little,1175057.5657894737,3.375833333333334,2,0.5389835018626931
1300000,195577.27631578947,cachekiller,little,1224298.245614035,3.198333333333333,2,0.5106439595529536
1400000,225010.5964912281,cachekiller,little,1269671.0526315789,3.3325,2,0.5320649281532731
1500000,250112.27631578947,cachekiller,little,1293560.855263158,3.283333333333333,2,0.5242150079829697
