frequency,power,task,island,voltage,time,howmany,time_rel
200000,30485.995614035088,cacherate-80,little,917494.5175438595,6.730833333333333,2,1.1019099590723056
300000,39079.304824561405,cacherate-80,little,917508.2236842106,5.1883333333333335,2,0.8493860845839017
400000,46910.30043859649,cacherate-80,little,918544.4078947369,4.479166666666667,2,0.7332878581173261
500000,53170.26315789474,cacherate-80,little,917595.9429824562,4.139166666666667,2,0.6776261937244202
600000,64801.15789473684,cacherate-80,little,953881.5789473684,3.8508333333333336,2,0.6304229195088678
700000,77567.24780701754,cacherate-80,little,991178.7280701754,3.6575,2,0.5987721691678036
800000,91978.4649122807,cacherate-80,little,1028053.7280701754,3.525833333333333,2,0.5772169167803546
900000,108041.55921052632,cacherate-80,little,1065002.74122807,3.445,2,0.5639836289222373
1000000,125305.49780701754,cacherate-80,little,1101296.600877193,3.303333333333333,2,0.5407912687585265
1100000,144814.66666666666,cacherate-80,little,1138741.7763157894,3.2358333333333325,2,0.5297407912687584
1200000,166682.85745614034,cacherate-80,little,1175304.2763157894,3.2300000000000004,2,0.5287858117326057
1300000,196260.49561403508,cacherate-80,little,1224879.3859649124,3.1300000000000003,2,0.5124147339699864
1400000,226126.6929824561,cacherate-80,little,1270123.355263158,3.1983333333333337,2,0.5236016371077763
1500000,249452.9429824561,cacherate-80,little,1293432.0175438595,3.123333333333333,2,0.5113233287858117
