frequency,power,task,island,voltage,time,howmany,time_rel
200000,37512.53289473684,decrypt,little,917500.0,35.78416666666667,2,0.9986743569468348
300000,54881.88596491228,decrypt,little,917516.447368421,23.716666666666665,2,0.661891250755849
400000,71644.65131578948,decrypt,little,917469.846491228,17.741666666666667,2,0.4951393088050607
500000,88244.54605263157,decrypt,little,917001.096491228,14.153333333333334,2,0.3949951160519093
600000,114293.69956140353,decrypt,little,953692.4342105264,11.775833333333331,2,0.3286431927066374
700000,143963.0745614035,decrypt,little,990008.2236842106,10.093333333333334,2,0.2816875203497836
800000,176089.16666666666,decrypt,little,1026422.697368421,8.843333333333332,2,0.2468021768454346
900000,213909.31359649124,decrypt,little,1063097.5877192982,7.866666666666666,2,0.2195450951207032
1000000,253074.0855263158,decrypt,little,1098152.4122807018,7.0775,2,0.1975208149216242
1100000,290903.0285087719,decrypt,little,1120907.346491228,6.440833333333333,2,0.1797525466300757
1200000,338681.5745614035,decrypt,little,1156592.653508772,5.915000000000002,2,0.1650774454625796
1300000,401795.8245614035,decrypt,little,1205265.899122807,5.459166666666667,2,0.152355923531327
1400000,474365.66228070174,decrypt,little,1254240.679824561,5.083333333333333,2,0.1418670635843527
1500000,542552.149122807,decrypt,little,1290342.653508772,4.753333333333334,2,0.1326573328992046
