,time,Run_1,UPDATE_PERIOD_us,cpu_freq0,cpu_freq1,cpu_freq2,cpu_freq3,cpu_iio_temp,sensor_cpu_uW,sensor_ina226_CALC_uW
count,15.0,15.0,5.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
mean,3.322179398213333,5.0,100000.0,1199999.0,1199999.0,1199999.0,1199999.0,28.713587051,2063247.0,2029357.104
std,0.3671993697622245,0.0,0.0,0.0,0.0,0.0,0.0,0.5988907721248764,39633.05148193575,38337.396961700244
min,3.107024646,5.0,100000.0,1199999.0,1199999.0,1199999.0,1199999.0,26.936071,1623000.0,1599204.0
25%,3.10764267975,5.0,100000.0,1199999.0,1199999.0,1199999.0,1199999.0,28.303857,2060000.0,2026606.0
50%,3.108997237,5.0,100000.0,1199999.0,1199999.0,1199999.0,1199999.0,28.723519,2060000.0,2029804.5
75%,3.50969323195,5.0,100000.0,1199999.0,1199999.0,1199999.0,1199999.0,29.112095,2073000.0,2038778.5
max,3.910752851,5.0,100000.0,1199999.0,1199999.0,1199999.0,1199999.0,30.775199,2111000.0,2077201.0
