,time,UPDATE_PERIOD_us,cpu_freq0,cpu_freq1,cpu_freq2,cpu_freq3,hwmon_cpu_thermal_mC,hwmon_cpu_thermal_uA,hwmon_cpu_thermal_uV,hwmon_cpu_thermal_uW,sensor_cpu_uW,smartpower_uA,smartpower_uV,thermal_zone_temp0
count,15.0,5.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
mean,3.6460000000000004,100000.0,1200000.0,1200000.0,1200000.0,1200000.0,45330.083,0.0,0.0,0.0,4300589.0,856785.0,5017848.0,45331.544
std,0.012983506020002008,0.0,0.0,0.0,0.0,0.0,1003.9016119907157,0.0,0.0,0.0,94526.87135628899,18872.332657621842,3008.312807197075,1004.1779052186565
min,3.63,100000.0,1200000.0,1200000.0,1200000.0,1200000.0,41381.0,0.0,0.0,0.0,3022000.0,601000.0,5010000.0,41381.0
25%,3.64,100000.0,1200000.0,1200000.0,1200000.0,1200000.0,44790.0,0.0,0.0,0.0,4301000.0,857000.0,5019000.0,44790.0
50%,3.64,100000.0,1200000.0,1200000.0,1200000.0,1200000.0,45277.0,0.0,0.0,0.0,4309000.0,858000.0,5019000.0,45277.0
75%,3.65,100000.0,1200000.0,1200000.0,1200000.0,1200000.0,46251.0,0.0,0.0,0.0,4313000.0,859000.0,5019000.0,46251.0
max,3.67,100000.0,1200000.0,1200000.0,1200000.0,1200000.0,47712.0,0.0,0.0,0.0,4442000.0,885000.0,5019000.0,47712.0
