[Event-to-counter mappings]
pmc1=llc_misses
pmc2=mispred_branches
pmc3=potentially_predicted_branches
[Event counts]
nsample    pid      event          pmc1          pmc2          pmc3
      1   5313       tick          2644         16553         70584 
      2   5313       tick             0             0             0 
      3   5313       tick             0             0             0 
      4   5313       tick             0             0             0 
      5   5313       tick             0             0             0 
      6   5313       tick             0             0             0 
      7   5313       tick             0             0             0 
      8   5313       tick             0             0             0 
      9   5313       tick             0             0             0 
     10   5313       tick             0             0             0 
     11   5313       tick             0             0             0 
     12   5313       tick             0             0             0 
     13   5313       tick             0             0             0 
     14   5313       tick             0             0             0 
     15   5313       tick             0             0             0 
     16   5313       tick             0             0             0 
     17   5313       tick             0             0             0 
     18   5313       tick             0             0             0 
     19   5313       tick             0             0             0 
     20   5313       exit           156           135           341 
