[Event-to-counter mappings]
pmc1=llc_misses
pmc2=mispred_branches
pmc3=potentially_predicted_branches
[Event counts]
nsample    pid      event          pmc1          pmc2          pmc3
      1  18590       tick        496283          2344       1240640 
      2  18590       tick       1848745             7       3695122 
      3  18590       tick       1950652            14       3898691 
      4  18590       tick       1897998             9       3793400 
      5  18590       tick       1901162             8       3799718 
      6  18590       tick       1901450             7       3800491 
      7  18590       tick       1890072             9       3777910 
      8  18590       tick       1899672             9       3796819 
      9  18590       tick       1902046             9       3801639 
     10  18590       tick       1901410             7       3800399 
     11  18590       tick       1897909            10       3793334 
     12  18590       tick       1900906             7       3799204 
     13  18590       tick       1900507             8       3798543 
     14  18590       tick       1902228            10       3801824 
     15  18590       tick       1898311             7       3794223 
     16  18590       tick       1899855             7       3797256 
     17  18590       tick       1900495             9       3798365 
     18  18590       tick       1901162             9       3799784 
     19  18590       tick       1899102             7       3795722 
     20  18590       tick       1899656             8       3796773 
     21  18590       tick       1900405            10       3798329 
     22  18590       exit       1452183            96       2902223 
