,time,UPDATE_PERIOD_us,cpu_freq0,cpu_freq1,cpu_freq2,cpu_freq3,hwmon_cpu_thermal_mC,hwmon_cpu_thermal_uA,hwmon_cpu_thermal_uV,hwmon_cpu_thermal_uW,sensor_cpu_uW,smartpower_uA,smartpower_uV,thermal_zone_temp0
count,5.0,5.0,996.0,996.0,996.0,996.0,996.0,996.0,996.0,996.0,996.0,996.0,996.0,996.0
mean,2.0,100000.0,900000.0,900000.0,900000.0,900000.0,41139.455823293174,0.0,0.0,0.0,2951370.481927711,587599.3975903614,5017762.048192771,41139.455823293174
std,0.0,0.0,0.0,0.0,0.0,0.0,547.3716302148341,0.0,0.0,0.0,17889.731822812086,3637.763910687957,3101.402733646195,547.3716302148341
min,2.0,100000.0,900000.0,900000.0,900000.0,900000.0,39433.0,0.0,0.0,0.0,2938000.0,585000.0,5010000.0,39433.0
25%,2.0,100000.0,900000.0,900000.0,900000.0,900000.0,40894.0,0.0,0.0,0.0,2946000.0,587000.0,5019000.0,40894.0
50%,2.0,100000.0,900000.0,900000.0,900000.0,900000.0,41381.0,0.0,0.0,0.0,2950000.0,587000.0,5019000.0,41381.0
75%,2.0,100000.0,900000.0,900000.0,900000.0,900000.0,41381.0,0.0,0.0,0.0,2950000.0,588000.0,5019000.0,41381.0
max,2.0,100000.0,900000.0,900000.0,900000.0,900000.0,42842.0,0.0,0.0,0.0,3129000.0,624000.0,5019000.0,42842.0
