[Event-to-counter mappings]
pmc1=llc_misses
pmc2=mispred_branches
pmc3=potentially_predicted_branches
[Event counts]
nsample    pid      event          pmc1          pmc2          pmc3
      1  30193       tick          4335         17581        577914 
      2  30193       tick          1454          1028        532530 
      3  30193       tick          1219          1072        529468 
      4  30193       tick           661          1029        536908 
      5  30193       tick          1205           989        536678 
      6  30193       tick          1425          1032        535029 
      7  30193       tick          1296          1019        535772 
      8  30193       tick          1393          1020        534942 
      9  30193       tick          1265           988        536568 
     10  30193       tick          1269          1015        534843 
     11  30193       tick          1112           992        536627 
     12  30193       tick          1362          1039        534658 
     13  30193       tick          1287          1043        514659 
     14  30193       tick          1370          1083        551274 
     15  30193       tick          1221           974        536151 
     16  30193       tick          1289          1060        533550 
     17  30193       tick          1009           977        536075 
     18  30193       tick          1258          1002        537579 
     19  30193       tick          1329           970        536925 
     20  30193       tick          1393           996        536610 
     21  30193       tick          1243           986        536687 
     22  30193       tick          1259           983        536611 
     23  30193       tick          1426          1025        534281 
     24  30193       tick          1332          1001        534879 
     25  30193       tick          1597          1022        534814 
     26  30193       tick          1573          1008        536067 
     27  30193       tick          1442          1018        535854 
     28  30193       tick          1427          1004        535794 
     29  30193       tick          1458          1022        533788 
     30  30193       tick          1283          1062        533601 
     31  30193       tick          1337           983        535718 
     32  30193       tick          1403          1002        534417 
     33  30193       tick          1545          1082        531442 
     34  30193       tick          1701          1036        530805 
     35  30193       tick          1699          1048        529642 
     36  30193       tick          1487          1052        531901 
     37  30193       tick          1508          1062        531493 
     38  30193       tick          1475          1004        533788 
     39  30193       tick          1556          1041        526571 
     40  30193       tick          1590          1061        534392 
     41  30193       tick          1364          1010        534383 
     42  30193       tick          1511          1026        532089 
     43  30193       tick          1632          1071        518623 
     44  30193       tick          1588          1096        540750 
     45  30193       tick          1701          1110        527821 
     46  30193       tick          1390          1009        534451 
     47  30193       tick          1576          1082        528730 
     48  30193       tick          1459          1051        531442 
     49  30193       tick          1448          1035        532326 
     50  30193       tick          1650          1097        528621 
     51  30193       tick          1709          1022        530263 
     52  30193       tick          1713          1077        530351 
     53  30193       tick          1465          1005        532377 
     54  30193       tick          1443          1014        533686 
     55  30193       tick          1447          1063        530031 
     56  30193       tick          1515          1020        533278 
     57  30193       tick          1617          1111        529421 
     58  30193       tick          1567          1058        530508 
     59  30193       tick          1647          1084        529597 
     60  30193       tick          1473          1037        531102 
     61  30193       tick          1644          1038        531034 
     62  30193       tick          1719          1090        528989 
     63  30193       tick          1635          1095        529654 
     64  30193       tick          1556          1045        530490 
     65  30193       tick          1471          1058        532003 
     66  30193       tick          1457          1016        533380 
     67  30193       tick          1319          1033        535930 
     68  30193       tick          1597          1057        529334 
     69  30193       tick          1451          1039        533142 
     70  30193       tick          1604          1081        528316 
     71  30193       tick          1613          1037        531793 
     72  30193       tick          1680          1081        528430 
     73  30193       tick          1554          1053        524923 
     74  30193       tick          1507          1062        536943 
     75  30193       tick          1656          1124        527591 
     76  30193       tick          1553          1107        529725 
     77  30193       tick          1504          1057        533567 
     78  30193       tick          1413          1027        534825 
     79  30193       tick          1507          1059        531272 
     80  30193       tick          1544          1006        532305 
     81  30193       tick          1690          1072        529509 
     82  30193       tick          1398           997        535217 
     83  30193       tick          1551          1019        533397 
     84  30193       tick          1529          1066        530541 
     85  30193       tick          1708          1155        527064 
     86  30193       tick          1446          1035        531834 
     87  30193       tick          1574          1032        533108 
     88  30193       tick          1342          1043        534724 
     89  30193       tick          1330          1009        536007 
     90  30193       tick          1447          1041        532054 
     91  30193       tick          1395          1029        535064 
     92  30193       tick          1276           998        536722 
     93  30193       tick          1314          1002        536525 
     94  30193       tick          1518          1066        530626 
     95  30193       exit          1212          1253        236785 
