,time,Run_1,UPDATE_PERIOD_us,cpu_freq0,cpu_freq1,cpu_freq2,cpu_freq3,cpu_iio_temp,sensor_cpu_uW,sensor_ina226_CALC_uW
count,10.0,10.0,5.0,1001.0,1001.0,1001.0,1001.0,1001.0,1001.0,1001.0
mean,2.1023672806699993,6.0,100000.0,299999.0,299999.0,299999.0,299999.0,29.20257354845155,1971683.3166833166,1950783.5544455545
std,0.0011803486679707476,0.0,0.0,0.0,0.0,0.0,0.0,0.5996183751202375,92341.94394417205,93164.2680688325
min,2.1010076766,6.0,100000.0,299999.0,299999.0,299999.0,299999.0,27.262474,1673000.0,1651580.0
25%,2.101275751775,6.0,100000.0,299999.0,299999.0,299999.0,299999.0,28.801234,2010000.0,1983144.0
50%,2.1023723784,6.0,100000.0,299999.0,299999.0,299999.0,299999.0,29.18981,2010000.0,1996489.0
75%,2.1033896247749997,6.0,100000.0,299999.0,299999.0,299999.0,299999.0,29.609472,2023000.0,2002885.0
max,2.1037313196,6.0,100000.0,299999.0,299999.0,299999.0,299999.0,31.225947,2036000.0,2018575.0
