howmany,island,task,frequency,power_25%,power_50%,power_75%,power_max,power_mean,power_min,time_25%,time_50%,time_75%,time_max,time_mean,time_min,time_rel
3,cpu,gzip-9,600000,3507000.0,3507000.0,3511000.0,3595000.0,3506688.442211055,2977000.0,7.39,7.4,7.4125,7.43,7.400833333333332,7.38,1.024100553505535
3,cpu,gzip-9,700000,3706000.0,3709000.0,3713000.0,3805000.0,3706437.751004016,2935000.0,6.315,6.34,6.35,6.38,6.334666666666666,6.3,0.8765682656826568
3,cpu,gzip-9,800000,3862000.0,3862000.0,3866000.0,3961000.0,3857869.8698698697,2919000.0,5.55,5.55,5.56,5.6,5.554666666666667,5.54,0.7686346863468635
3,cpu,gzip-9,900000,4014999.0,4019000.0,4022000.0,4083999.0,4011586.690452261,2942000.0,4.94,4.95,4.95,4.96,4.945333333333333,4.93,0.6843173431734317
3,cpu,gzip-9,1000000,4175000.0,4179000.0,4187000.0,4236000.0,4171636.244488978,2969000.0,4.45,4.45,4.455,4.48,4.452000000000001,4.44,0.6160516605166053
3,cpu,gzip-9,1100000,4335000.0,4343000.0,4347000.0,4442000.0,4329366.2475,2996000.0,4.06,4.065,4.07,4.07,4.062500000000001,4.04,0.5621540590405906
3,cpu,gzip-9,1200000,4507000.0,4511000.0,4515000.0,4522000.0,4498542.0,3026000.0,3.71,3.72,3.73,3.74,3.719333333333333,3.7,0.5146678966789667
3,cpu,gzip-9,1300000,4671000.0,4679000.0,4683000.0,4713000.0,4661046.04004004,3053000.0,3.44,3.44,3.45,3.47,3.441333333333333,3.42,0.4761992619926199
3,cpu,gzip-9,1400000,4851000.0,4855000.0,4858000.0,4988000.0,4837592.592592592,3160000.0,3.1950000000000003,3.2,3.22,3.23,3.2066666666666666,3.18,0.4437269372693727
3,cpu,gzip-9,1500000,5034000.0,5042000.0,5045000.0,5148000.0,5019849.997,3141000.0,2.98,2.98,2.9850000000000003,2.99,2.980666666666666,2.97,0.4124538745387453
