howmany,island,task,frequency,power_25%,power_50%,power_75%,power_max,power_mean,power_min,time_25%,time_50%,time_75%,time_max,time_mean,time_min,time_rel
2,cpu,gzip-5,600000,3290000.0,3293000.0,3293000.0,3393000.0,3290930.653266332,2851000.0,7.2725,7.29,7.29,7.34,7.290000000000001,7.26,1.0064427059364935
2,cpu,gzip-5,700000,3438000.0,3442000.0,3442000.0,3549000.0,3438315.789473684,2946000.0,6.25,6.255,6.262499999999999,6.28,6.2575,6.24,0.8638978370915785
2,cpu,gzip-5,800000,3545000.0,3549000.0,3549000.0,3660000.0,3543607.214428858,2916000.0,5.452500000000001,5.46,5.47,5.48,5.463,5.45,0.7542107685227796
2,cpu,gzip-5,900000,3656000.0,3656000.0,3660000.0,3782000.0,3653933.867735471,2942000.0,4.85,4.86,4.86,4.89,4.859,4.84,0.6708237459733088
2,cpu,gzip-5,1000000,3771000.0,3774000.0,3774000.0,3916000.0,3766983.983983984,3053000.0,4.36,4.365,4.38,4.41,4.372999999999999,4.36,0.6037275655775425
2,cpu,gzip-5,1100000,3885000.0,3889000.0,3889000.0,3923000.0,3881375.375375375,2996000.0,3.97,3.97,3.98,3.99,3.975,3.96,0.5487804878048781
2,cpu,gzip-5,1200000,4003000.0,4006999.0,4006999.0,4106000.0,3995677.3273273273,3019000.0,3.6525,3.66,3.67,3.67,3.659,3.64,0.5051541647491946
2,cpu,gzip-5,1300000,4122000.0,4126000.0,4127499.5,4160000.0,4114029.831831832,3049000.0,3.36,3.36,3.36,3.36,3.3600000000000003,3.36,0.4638748274275196
2,cpu,gzip-5,1400000,4240000.0,4244000.0,4248000.0,4358000.0,4232224.224224225,3076000.0,3.13,3.13,3.14,3.16,3.1339999999999995,3.12,0.4326737229636446
2,cpu,gzip-5,1500000,4366000.0,4370000.0,4374000.0,4446000.0,4355602.602602603,3103000.0,2.9125,2.92,2.92,2.95,2.9200000000000004,2.91,0.4031293143120111
