,time,UPDATE_PERIOD_us,cpu_freq0,cpu_freq1,cpu_freq2,cpu_freq3,hwmon_cpu_thermal_mC,hwmon_cpu_thermal_uA,hwmon_cpu_thermal_uV,hwmon_cpu_thermal_uW,sensor_cpu_uW,smartpower_uA,smartpower_uV,thermal_zone_temp0
count,6.0,3.0,597.0,597.0,597.0,597.0,597.0,597.0,597.0,597.0,597.0,597.0,597.0,597.0
mean,7.295000000000001,100000.0,600000.0,600000.0,600000.0,600000.0,41810.08207705193,0.0,0.0,0.0,3228762.144053601,643061.9765494138,5017989.949748743,41809.26633165829
std,0.010488088481701293,0.0,0.0,0.0,0.0,0.0,587.9017760524384,0.0,0.0,0.0,28168.066563376535,5651.617762642801,2843.2009145369234,588.1590900343582
min,7.28,100000.0,600000.0,600000.0,600000.0,600000.0,39920.0,0.0,0.0,0.0,2897000.0,577000.0,5010000.0,39920.0
25%,7.29,100000.0,600000.0,600000.0,600000.0,600000.0,41381.0,0.0,0.0,0.0,3225000.0,642000.0,5019000.0,41381.0
50%,7.295,100000.0,600000.0,600000.0,600000.0,600000.0,41868.0,0.0,0.0,0.0,3229000.0,643000.0,5019000.0,41868.0
75%,7.3,100000.0,600000.0,600000.0,600000.0,600000.0,42355.0,0.0,0.0,0.0,3229000.0,643000.0,5019000.0,42355.0
max,7.31,100000.0,600000.0,600000.0,600000.0,600000.0,43329.0,0.0,0.0,0.0,3370000.0,671000.0,5019000.0,43329.0
