[Event-to-counter mappings]
pmc1=llc_misses
pmc2=mispred_branches
pmc3=potentially_predicted_branches
[Event counts]
nsample    pid      event          pmc1          pmc2          pmc3
      1   9329       tick           844         10058         96433 
      2   9329       tick             0             0             0 
      3   9329       tick             0             0             0 
      4   9329       tick             0             0             0 
      5   9329       tick             0             0             0 
      6   9329       tick             0             0             0 
      7   9329       tick             0             0             0 
      8   9329       tick             0             0             0 
      9   9329       tick             0             0             0 
     10   9329       tick             0             0             0 
     11   9329       tick             0             0             0 
     12   9329       tick             0             0             0 
     13   9329       tick             0             0             0 
     14   9329       tick             0             0             0 
     15   9329       tick             0             0             0 
     16   9329       tick             0             0             0 
     17   9329       tick             0             0             0 
     18   9329       tick             0             0             0 
     19   9329       tick             0             0             0 
     20   9329       exit            51           169           617 
