[Event-to-counter mappings]
pmc1=llc_misses
pmc2=mispred_branches
pmc3=potentially_predicted_branches
[Event counts]
nsample    pid      event          pmc1          pmc2          pmc3
      1   4609       tick          7135       1021374      23417813 
      2   4609       tick          2917       1236001      28321150 
      3   4609       tick          3296       1227981      28279517 
      4   4609       tick          3066       1231224      28309384 
      5   4609       tick          3164       1230111      28323380 
      6   4609       tick          3525       1226237      28249318 
      7   4609       tick          3039       1231578      28291321 
      8   4609       tick          2930       1226054      28332675 
      9   4609       tick          2848       1223454      28358353 
     10   4609       tick          2718       1215711      28384161 
     11   4609       tick          3028       1235004      28305068 
     12   4609       tick          2846       1229046      28327032 
     13   4609       tick          2961       1230347      28309510 
     14   4609       tick          2898       1237210      28334895 
     15   4609       tick          3047       1227700      28306594 
     16   4609       tick          2738       1232128      28342592 
     17   4609       tick          2734       1224607      28380625 
     18   4609       tick          2916       1218998      28366959 
     19   4609       tick          3031       1226540      28346675 
     20   4609       tick          2826       1233037      28348452 
     21   4609       tick          2813       1230842      28279304 
     22   4609       tick          2883       1233492      28345176 
     23   4609       tick          2866       1228356      28336766 
     24   4609       tick          2779       1233370      28350368 
     25   4609       tick          2577       1193046      27519433 
     26   4609       tick          3219       1265773      29136807 
     27   4609       tick          3137       1215705      28394227 
     28   4609       tick          3023       1236019      28309533 
     29   4609       exit          2220        642621      14843911 
