[Event-to-counter mappings]
pmc1=llc_misses
pmc2=mispred_branches
pmc3=potentially_predicted_branches
[Event counts]
nsample    pid      event          pmc1          pmc2          pmc3
      1  27589       tick        695170         13706       4906446 
      2  27589       tick       1360044           122       6956444 
      3  27589       tick       1368437           106       6999359 
      4  27589       tick       1366435            89       6989231 
      5  27589       tick       1368421            95       6999271 
      6  27589       tick       1367135           113       6992670 
      7  27589       tick       1368886           106       7001704 
      8  27589       tick       1366613           120       6989958 
      9  27589       tick       1318821           154       6745605 
     10  27589       tick       1386132           162       7089817 
     11  27589       tick       1340080           162       6854406 
     12  27589       tick       1344221           155       6875512 
     13  27589       tick       1250523           693       6400860 
     14  27589       tick       1371869           122       7016979 
     15  27589       tick       1365556           107       6984710 
     16  27589       tick       1366625            92       6990195 
     17  27589       tick       1370420           108       7009501 
     18  27589       tick       1368499           114       6999686 
     19  27589       tick       1370565            88       7010266 
     20  27589       tick       1364782           129       6980702 
     21  27589       tick       1367643           113       6995305 
     22  27589       tick       1360473           120       6958646 
     23  27589       tick       1369681           111       7005807 
     24  27589       tick       1365248            96       6983208 
     25  27589       tick       1370760           107       7011255 
     26  27589       tick       1369966           102       7007102 
     27  27589       tick       1367793           121       6996126 
     28  27589       tick       1369028            90       7002376 
     29  27589       tick       1370726            88       7011082 
     30  27589       tick       1368033           131       6997301 
     31  27589       tick       1364383           104       6978696 
     32  27589       tick       1360977           119       6961294 
     33  27589       tick       1367577           116       6994975 
     34  27589       tick       1371851           128       7016921 
     35  27589       tick       1370393            91       7009426 
     36  27589       tick       1368254           106       6998548 
     37  27589       tick       1368374           110       6999013 
     38  27589       tick       1370671            97       7010920 
     39  27589       exit        251994           113       1288321 
