[Event-to-counter mappings]
pmc1=llc_misses
pmc2=mispred_branches
pmc3=potentially_predicted_branches
[Event counts]
nsample    pid      event          pmc1          pmc2          pmc3
      1   7708       tick         15418        199283       7143407 
      2   7708       tick           204          3506       1259810 
      3   7708       tick           270          3353       1259002 
      4   7708       tick           213          3312       1258976 
      5   7708       tick           197          3303       1259637 
      6   7708       tick           200          3307       1260341 
      7   7708       tick           239          3259       1260510 
      8   7708       tick           208          3237       1260410 
      9   7708       tick           183          3265       1261642 
     10   7708       tick           182          3291       1261031 
     11   7708       tick           236          3340       1259643 
     12   7708       tick           208          3267       1260896 
     13   7708       tick           205          3310       1260957 
     14   7708       tick           196          3363       1260758 
     15   7708       tick           164          3356       1260790 
     16   7708       tick           196          3316       1260730 
     17   7708       tick           248          3301       1261671 
     18   7708       tick           175          3347       1261248 
     19   7708       tick           175          3353       1261297 
     20   7708       tick           191          3365       1261708 
     21   7708       tick           200          3347       1258966 
     22   7708       tick           195          3353       1259886 
     23   7708       tick           208          3322       1260931 
     24   7708       tick           232          3281       1261829 
     25   7708       tick           240          3242       1260637 
     26   7708       tick           214          3352       1260725 
     27   7708       tick           302          3434       1260292 
     28   7708       tick           218          3389       1261228 
     29   7708       tick           186          3367       1261926 
     30   7708       tick           167          3345       1261605 
     31   7708       tick           206          3316       1261325 
     32   7708       tick           215          3306       1261772 
     33   7708       tick           202          3389       1261186 
     34   7708       tick           213          3349       1260882 
     35   7708       tick           212          3306       1261920 
     36   7708       tick           212          3381       1260750 
     37   7708       tick           228          3400       1260881 
     38   7708       tick           179          3333       1261481 
     39   7708       tick           172          3377       1262055 
     40   7708       tick           184          3279       1262194 
     41   7708       tick           245          3328       1261371 
     42   7708       tick           212          3398       1258236 
     43   7708       tick           175          3424       1261709 
     44   7708       exit          2445          2355        157047 
