power,time,task,howmany,island,frequency,time_rel
3490110.552763819,7.1175,gzip-1,3,cpu,600000,1.0217484926787253
3686222.891566265,6.341333333333334,gzip-1,3,cpu,700000,0.9103263470188536
3834527.054108216,5.351333333333333,gzip-1,3,cpu,800000,0.7682074839697579
3985960.826305221,7.410666666666667,gzip-1,3,cpu,900000,1.063833859699493
4137558.917917918,5.718000000000001,gzip-1,3,cpu,1000000,0.8208440999138675
4299156.156156156,3.906,gzip-1,3,cpu,1100000,0.5607235142118864
4444284.284284284,3.591333333333333,gzip-1,3,cpu,1200000,0.5155517274380323
4611542.542542542,5.8566666666666665,gzip-1,3,cpu,1300000,0.8407503110345488
4757752.008032128,4.602666666666666,gzip-1,3,cpu,1400000,0.6607330845056943
4966124.0,5.311333333333334,gzip-1,3,cpu,1500000,0.762465307684946
