,time,UPDATE_PERIOD_us,cpu_freq0,cpu_freq1,cpu_freq2,cpu_freq3,cpu_iio_temp,sensor_cpu_uW,sensor_ina226_CALC_uW
count,75.0,5.0,1001.0,1001.0,1001.0,1001.0,1001.0,1001.0,1001.0
mean,3.2397291690519996,100000.0,299999.0,299999.0,299999.0,299999.0,29.35124937462537,2054924.075924076,2030870.7292707292
std,0.2683727631885752,0.0,0.0,0.0,0.0,0.0,0.6315627296933906,92575.28952031546,91590.99751788727
min,3.114391529,100000.0,299999.0,299999.0,299999.0,299999.0,27.215845,1685000.0,1662120.0
25%,3.11646408165,100000.0,299999.0,299999.0,299999.0,299999.0,28.910035,2086000.0,2061010.0
50%,3.1183437579,100000.0,299999.0,299999.0,299999.0,299999.0,29.329697,2098000.0,2069228.0
75%,3.11994880835,100000.0,299999.0,299999.0,299999.0,299999.0,29.811531,2098000.0,2075126.0
max,3.850198591,100000.0,299999.0,299999.0,299999.0,299999.0,31.567893,2110000.0,2090802.0
