,time,UPDATE_PERIOD_us,cpu_freq0,cpu_freq1,cpu_freq2,cpu_freq3,cpu_iio_temp,sensor_cpu_uW,sensor_ina226_CALC_uW
count,50.0,5.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
mean,2.00348368042,100000.0,399999.0,399999.0,399999.0,399999.0,31.217025122,1618454.0,1588531.411
std,0.00011267575716115073,0.0,0.0,0.0,0.0,0.0,0.6085312213103437,12272.265173654474,9330.64417898753
min,2.003342978,100000.0,399999.0,399999.0,399999.0,399999.0,29.236439,1585000.0,1572522.0
25%,2.0034120384999996,100000.0,399999.0,399999.0,399999.0,399999.0,30.806285,1610000.0,1581110.75
50%,2.0034619955,100000.0,399999.0,399999.0,399999.0,399999.0,31.179318,1623000.0,1588152.5
75%,2.0035211984999997,100000.0,399999.0,399999.0,399999.0,399999.0,31.630066,1623000.0,1594047.0
max,2.003916436,100000.0,399999.0,399999.0,399999.0,399999.0,33.122196,1660000.0,1642949.0
