,time,Run_1,UPDATE_PERIOD_us,cpu_freq0,cpu_freq1,cpu_freq2,cpu_freq3,cpu_iio_temp,sensor_cpu_uW,sensor_ina226_CALC_uW
count,10.0,10.0,5.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
mean,3.1070823692599996,5.0,100000.0,1199999.0,1199999.0,1199999.0,1199999.0,28.603153817,1925025.0,1889842.171
std,0.0009082191300602131,0.0,0.0,0.0,0.0,0.0,0.0,0.5827679065861318,27647.40048817888,26664.31125103837
min,3.1061435389,5.0,100000.0,1199999.0,1199999.0,1199999.0,1199999.0,26.765097,1610000.0,1596481.0
25%,3.10622419895,5.0,100000.0,1199999.0,1199999.0,1199999.0,1199999.0,28.195056,1923000.0,1885959.75
50%,3.10691179275,5.0,100000.0,1199999.0,1199999.0,1199999.0,1199999.0,28.645804,1923000.0,1889428.5
75%,3.107982776,5.0,100000.0,1199999.0,1199999.0,1199999.0,1199999.0,28.972208,1935000.0,1897609.75
max,3.1082080753,5.0,100000.0,1199999.0,1199999.0,1199999.0,1199999.0,30.402166,1960000.0,1936618.0
