howmany,island,task,frequency,power_25%,power_50%,power_75%,power_max,power_mean,power_min,time_25%,time_50%,time_75%,time_max,time_mean,time_min,time_rel
4,cpu,idle,600000,2851000.0,2855000.0,2855000.0,3057000.0,2857842.9648241205,2843000.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0
4,cpu,idle,700000,2897000.0,2897000.0,2900000.0,3099000.0,2902118.75,2889000.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0
4,cpu,idle,800000,2923000.0,2923000.0,2927000.0,3141000.0,2929143.143143143,2919000.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0
4,cpu,idle,900000,2946000.0,2950000.0,2954000.0,3244000.0,2955460.575719649,2942000.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0
4,cpu,idle,1000000,2975000.0,2977000.0,2980000.0,3209000.0,2981814.7684605755,2969000.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0
4,cpu,idle,1100000,3000000.0,3003000.0,3003000.0,3282000.0,3007803.504380476,2996000.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0
4,cpu,idle,1200000,3026000.0,3030000.0,3034000.0,3274000.0,3035930.0,3022000.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0
4,cpu,idle,1300000,3057000.0,3057000.0,3061000.0,3328000.0,3063429.4294294296,3049000.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0
4,cpu,idle,1400000,3080000.0,3084000.0,3087000.0,3370000.0,3087684.6846846845,3072000.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0
4,cpu,idle,1500000,3106000.0,3106000.0,3110000.0,3358000.0,3112536.6666666665,3099000.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0
