,time,UPDATE_PERIOD_us,cpu_freq0,cpu_freq1,cpu_freq2,cpu_freq3,hwmon_cpu_thermal_mC,hwmon_cpu_thermal_uA,hwmon_cpu_thermal_uV,hwmon_cpu_thermal_uW,sensor_cpu_uW,smartpower_uA,smartpower_uV,thermal_zone_temp0
count,15.0,5.0,997.0,997.0,997.0,997.0,997.0,997.0,997.0,997.0,997.0,997.0,997.0,997.0
mean,2.0,100000.0,1000000.0,1000000.0,1000000.0,1000000.0,37886.518555667004,0.0,0.0,0.0,2975956.8706118357,592004.0120361083,5018151.454363089,37885.541624874626
std,0.0,0.0,0.0,0.0,0.0,0.0,684.9574290605374,0.0,0.0,0.0,17430.330205725633,3519.5928867140865,2631.3163424319237,684.8346790819378
min,2.0,100000.0,1000000.0,1000000.0,1000000.0,1000000.0,36511.0,0.0,0.0,0.0,2961000.0,590000.0,5010000.0,36511.0
25%,2.0,100000.0,1000000.0,1000000.0,1000000.0,1000000.0,37485.0,0.0,0.0,0.0,2969000.0,591000.0,5019000.0,37485.0
50%,2.0,100000.0,1000000.0,1000000.0,1000000.0,1000000.0,37972.0,0.0,0.0,0.0,2973000.0,591000.0,5019000.0,37972.0
75%,2.0,100000.0,1000000.0,1000000.0,1000000.0,1000000.0,38459.0,0.0,0.0,0.0,2977000.0,592000.0,5019000.0,38459.0
max,2.0,100000.0,1000000.0,1000000.0,1000000.0,1000000.0,39920.0,0.0,0.0,0.0,3118000.0,620000.0,5019000.0,39920.0
