,time,Run_1,UPDATE_PERIOD_us,cpu_freq0,cpu_freq1,cpu_freq2,cpu_freq3,cpu_iio_temp,sensor_cpu_uW,sensor_ina226_CALC_uW
count,10.0,10.0,5.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
mean,11.7818786961,1.0,100000.0,399999.0,399999.0,399999.0,399999.0,31.036135354,1712561.0,1685902.559
std,0.471459249265943,0.0,0.0,0.0,0.0,0.0,0.0,0.6143578685260673,10580.464319925908,7258.435128113223
min,11.101057045,1.0,100000.0,399999.0,399999.0,399999.0,399999.0,29.065466,1648000.0,1641105.0
25%,11.326594536975,1.0,100000.0,399999.0,399999.0,399999.0,399999.0,30.57314,1710000.0,1679951.5
50%,12.043236866,1.0,100000.0,399999.0,399999.0,399999.0,399999.0,31.03943,1710000.0,1685402.0
75%,12.10107303525,1.0,100000.0,399999.0,399999.0,399999.0,399999.0,31.474635,1723000.0,1691604.25
max,12.119471504,1.0,100000.0,399999.0,399999.0,399999.0,399999.0,32.93568,1748000.0,1724897.0
