[Event-to-counter mappings]
pmc1=llc_misses
pmc2=mispred_branches
pmc3=potentially_predicted_branches
[Event counts]
nsample    pid      event          pmc1          pmc2          pmc3
      1  30283       tick          4277         17725        581405 
      2  30283       tick          1225          1041        537769 
      3  30283       tick          1066          1049        538486 
      4  30283       tick           759          1062        538235 
      5  30283       tick          1201          1064        537494 
      6  30283       tick          1318          1059        537843 
      7  30283       tick          1322          1062        537639 
      8  30283       tick          1418          1055        537205 
      9  30283       tick          1269          1072        537911 
     10  30283       tick          1164          1067        536457 
     11  30283       tick          1097          1085        536517 
     12  30283       tick          1168          1065        537596 
     13  30283       tick          1071          1065        538931 
     14  30283       tick          1376          1109        537157 
     15  30283       tick          1189          1095        536973 
     16  30283       tick          1260          1091        536817 
     17  30283       tick           907          1086        538691 
     18  30283       tick          1265          1095        537113 
     19  30283       tick          1410          1087        536899 
     20  30283       tick          1437          1168        535038 
     21  30283       tick          1427          1094        536322 
     22  30283       tick          1211          1120        537861 
     23  30283       tick          1285          1077        538089 
     24  30283       tick          1216          1085        537894 
     25  30283       tick          1532          1074        537222 
     26  30283       tick          1460          1093        537520 
     27  30283       tick          1434          1085        537741 
     28  30283       tick          1528          1109        536117 
     29  30283       tick          1301          1075        537809 
     30  30283       tick          1298          1102        536712 
     31  30283       tick          1388          1105        535556 
     32  30283       tick          1294          1089        537299 
     33  30283       tick          1378          1094        536763 
     34  30283       tick          1222          1099        537962 
     35  30283       tick          1452          1141        535301 
     36  30283       tick          1310          1074        537962 
     37  30283       tick          1289          1093        537469 
     38  30283       tick          1430          1398        517331 
     39  30283       tick          1299          1100        536406 
     40  30283       tick          1452          1137        534947 
     41  30283       tick          1364          1104        536821 
     42  30283       tick          1408          1107        536559 
     43  30283       tick          1216          1070        537843 
     44  30283       tick          1232          1097        537844 
     45  30283       tick          1369          1055        515325 
     46  30283       tick          1361          1114        557564 
     47  30283       tick          1299          1096        539144 
     48  30283       tick          1422          1133        535854 
     49  30283       tick          1394          1111        536712 
     50  30283       tick          1560          1177        533805 
     51  30283       tick          1398          1161        534013 
     52  30283       tick          1380          1110        535545 
     53  30283       tick          1456          1129        534911 
     54  30283       tick          1247          1105        537758 
     55  30283       tick          1446          1095        536270 
     56  30283       tick          1442          1124        535630 
     57  30283       tick          1300          1060        538129 
     58  30283       tick          1367          1139        536670 
     59  30283       tick          1431          1100        536253 
     60  30283       tick          1362          1128        536508 
     61  30283       tick          1331          1110        536943 
     62  30283       tick          1277          1097        536868 
     63  30283       tick          1380          1091        536497 
     64  30283       tick          1337          1073        537293 
     65  30283       tick          1415          1096        535783 
     66  30283       tick          1279          1088        537171 
     67  30283       tick          1312          1090        537758 
     68  30283       tick          1347          1110        537350 
     69  30283       tick          1409          1135        536471 
     70  30283       tick          1404          1194        534233 
     71  30283       tick          1331          1122        536333 
     72  30283       tick          1401          1081        536863 
     73  30283       tick          1433          1119        535905 
     74  30283       tick          1428          1118        535523 
     75  30283       tick          1415          1087        536746 
     76  30283       tick          1437          1158        534647 
     77  30283       tick          1290          1074        538344 
     78  30283       tick          1358          1091        537180 
     79  30283       tick          1383          1135        535607 
     80  30283       tick          1337          1163        535973 
     81  30283       tick          1501          1134        535114 
     82  30283       tick          1291          1062        533533 
     83  30283       tick          1314          1082        541277 
     84  30283       tick          1390          1107        536321 
     85  30283       tick          1488          1145        534341 
     86  30283       tick          1504          1140        534498 
     87  30283       tick          1321          1073        538348 
     88  30283       tick          1255          1080        537775 
     89  30283       tick          1390          1179        533584 
     90  30283       tick          1360          1117        536704 
     91  30283       tick          1280          1060        538429 
     92  30283       tick          1354          1121        536143 
     93  30283       tick          1310          1114        535710 
     94  30283       exit          1573          1576        417089 
