frequency,power,task,island,voltage,time,howmany,time_rel
1400000,93324.00438596492,hash,little,1275098.6842105263,,0,
1400000,254649.70394736843,hash,little,1273470.394736842,5.458333333333333,1,0.1450527061741518
1400000,400919.25,hash,little,1255131.5789473683,5.483333333333334,2,0.1457170697138808
1400000,546668.3245614035,hash,little,1253788.3771929825,5.490555555555555,3,0.1459089969586913
1400000,689754.125,hash,little,1252560.3070175438,5.500416666666666,4,0.1461710514660288
