frequency,power,task,island,voltage,time,howmany,time_rel
1400000,93324.00438596492,cachekiller,little,1275098.6842105263,,0,
1400000,165245.20175438595,cachekiller,little,1274429.8245614036,3.09,1,0.4933475252794039
1400000,225010.5964912281,cachekiller,little,1269671.0526315789,3.3325,2,0.5320649281532731
1400000,272969.0350877193,cachekiller,little,1256324.0131578948,3.7022222222222223,3,0.5910945538406954
1400000,328105.4846491228,cachekiller,little,1255095.9429824562,4.0808333333333335,4,0.6515433741351784
