[Event-to-counter mappings]
pmc1=llc_misses
pmc2=mispred_branches
pmc3=potentially_predicted_branches
[Event counts]
nsample    pid      event          pmc1          pmc2          pmc3
      1   6243       tick       1295168          2371       2840753 
      2   6243       tick       2089323            23       4176072 
      3   6243       tick       2089277            22       4176006 
      4   6243       tick       2093275            21       4184172 
      5   6243       tick       2087168            22       4171771 
      6   6243       tick       2087731            22       4173075 
      7   6243       tick       2085993            23       4169536 
      8   6243       tick       2084141            20       4165762 
      9   6243       tick       2090335            23       4178033 
     10   6243       tick       2097535            20       4192434 
     11   6243       tick       2091740            26       4180850 
     12   6243       tick       2089330            19       4176091 
     13   6243       tick       2089700            21       4176895 
     14   6243       tick       2085153            16       4167853 
     15   6243       tick       2085444            18       4168366 
     16   6243       tick       2086794            24       4171034 
     17   6243       tick       2089033            18       4175469 
     18   6243       tick       2082755            23       4162994 
     19   6243       tick       2085463            20       4168356 
     20   6243       tick       2084021            20       4165512 
     21   6243       tick       2089438            20       4176296 
     22   6243       exit        873113            97       1745008 
