,time,UPDATE_PERIOD_us,cpu_freq0,cpu_freq1,cpu_freq2,cpu_freq3,hwmon_cpu_thermal_mC,hwmon_cpu_thermal_uA,hwmon_cpu_thermal_uV,hwmon_cpu_thermal_uW,sensor_cpu_uW,smartpower_uA,smartpower_uV,thermal_zone_temp0
count,5.0,5.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0
mean,3.656,100000.0,1200000.0,1200000.0,1200000.0,1200000.0,44111.41741741742,0.0,0.0,0.0,3436134.1341341343,684551.5515515516,5017900.900900901,44111.904904904906
std,0.00894427190999919,0.0,0.0,0.0,0.0,0.0,597.9224124915007,0.0,0.0,0.0,28321.833955151855,5666.8617186739475,2948.317204417618,598.2771875579667
min,3.65,100000.0,1200000.0,1200000.0,1200000.0,1200000.0,42355.0,0.0,0.0,0.0,3026000.0,602000.0,5010000.0,42355.0
25%,3.65,100000.0,1200000.0,1200000.0,1200000.0,1200000.0,43816.0,0.0,0.0,0.0,3435000.0,684000.0,5019000.0,43816.0
50%,3.65,100000.0,1200000.0,1200000.0,1200000.0,1200000.0,44303.0,0.0,0.0,0.0,3438000.0,685000.0,5019000.0,44303.0
75%,3.66,100000.0,1200000.0,1200000.0,1200000.0,1200000.0,44303.0,0.0,0.0,0.0,3438000.0,685000.0,5019000.0,44303.0
max,3.67,100000.0,1200000.0,1200000.0,1200000.0,1200000.0,45764.0,0.0,0.0,0.0,3572000.0,712000.0,5019000.0,45764.0
