[Event-to-counter mappings]
pmc1=llc_misses
pmc2=mispred_branches
pmc3=potentially_predicted_branches
[Event counts]
nsample    pid      event          pmc1          pmc2          pmc3
      1   6546       tick       1283457          2368      14281793 
      2   6546       tick       2234870             8      23817743 
      3   6546       tick       2231897            16      23784966 
      4   6546       tick       2234112            12      23809260 
      5   6546       tick       2232435            14      23792250 
      6   6546       tick       2228578            11      23750594 
      7   6546       tick       2228719            10      23751602 
      8   6546       tick       2234652             9      23815274 
      9   6546       tick       2180017            12      23232055 
     10   6546       tick       2280718            15      24306583 
     11   6546       tick       2231969            13      23787015 
     12   6546       tick       2228001             8      23744123 
     13   6546       tick       2227842            10      23741504 
     14   6546       tick       2234003             8      23808137 
     15   6546       tick       2234589            11      23814407 
     16   6546       tick       2233157            10      23799766 
     17   6546       tick       2152052            10      22935278 
     18   6546       tick       2315276            13      24675021 
     19   6546       tick       2232325            12      23791072 
     20   6546       tick       2225771            10      23719809 
     21   6546       tick       2234990            13      23818234 
     22   6546       tick       2234848            10      23817934 
     23   6546       tick       2234034            15      23808233 
     24   6546       tick       2234402            10      23812743 
     25   6546       tick       2234247            12      23810879 
     26   6546       tick       2233508             9      23802851 
     27   6546       exit        661935            95       7052229 
