[Event-to-counter mappings]
pmc1=llc_misses
pmc2=mispred_branches
pmc3=potentially_predicted_branches
[Event counts]
nsample    pid      event          pmc1          pmc2          pmc3
      1  29854       tick          4418         17930        711913 
      2  29854       tick          1839          1271        665350 
      3  29854       tick          1459          1288        665520 
      4  29854       tick          1282          1281        666754 
      5  29854       tick          1602          1224        666880 
      6  29854       tick          1631          1254        667365 
      7  29854       tick          1647          1273        665146 
      8  29854       tick          1838          1269        665299 
      9  29854       tick          1688          1216        667713 
     10  29854       tick          1543          1230        667399 
     11  29854       tick          1663          1244        665725 
     12  29854       tick          1619          1343        664415 
     13  29854       tick          1633          1311        666067 
     14  29854       tick          1527          1299        666597 
     15  29854       tick          1752          1304        665809 
     16  29854       tick          1766          1313        665504 
     17  29854       tick          1715          1325        666039 
     18  29854       tick          1646          1296        667628 
     19  29854       tick          1683          1329        664483 
     20  29854       tick          1662          1308        667382 
     21  29854       tick          1924          1287        665911 
     22  29854       tick          1800          1303        666676 
     23  29854       tick          1756          1352        666345 
     24  29854       tick          1678          1333        665589 
     25  29854       tick          1716          1329        666115 
     26  29854       tick          1546          1303        667552 
     27  29854       tick          1723          1293        666490 
     28  29854       tick          1675          1320        667101 
     29  29854       tick          1710          1339        665971 
     30  29854       tick          1481          1289        668461 
     31  29854       tick          1636          1309        666347 
     32  29854       tick          1936          1342        665502 
     33  29854       tick          1741          1305        667033 
     34  29854       tick          1559          1315        667654 
     35  29854       tick          1830          1363        664415 
     36  29854       tick          1643          1303        665775 
     37  29854       tick          1596          1288        666985 
     38  29854       tick          1758          1328        665460 
     39  29854       tick          1693          1309        665724 
     40  29854       tick          1675          1307        667988 
     41  29854       tick          1652          1265        652809 
     42  29854       tick          1795          1475        675313 
     43  29854       tick          1739          1355        665996 
     44  29854       tick          1615          1324        666523 
     45  29854       tick          1634          1323        666991 
     46  29854       tick          1599          1300        666472 
     47  29854       tick          1584          1283        667662 
     48  29854       tick          1793          1375        664339 
     49  29854       tick          1664          1288        667952 
     50  29854       tick          1590          1301        666935 
     51  29854       tick          1653          1302        668638 
     52  29854       tick          1856          1342        664262 
     53  29854       tick          1720          1329        666499 
     54  29854       tick          1807          1361        665197 
     55  29854       tick          1736          1323        667220 
     56  29854       tick          1878          1375        664127 
     57  29854       tick          1701          1305        665880 
     58  29854       tick          1745          1335        665475 
     59  29854       tick          1572          1287        668070 
     60  29854       tick          1534          1313        667570 
     61  29854       tick          1780          1315        666846 
     62  29854       tick          1712          1352        664756 
     63  29854       tick          1717          1355        666277 
     64  29854       tick          1713          1325        665469 
     65  29854       tick          1702          1311        667067 
     66  29854       tick          1664          1308        666600 
     67  29854       tick          1685          1284        667288 
     68  29854       tick          1759          1331        665741 
     69  29854       tick          1560          1296        667756 
     70  29854       tick          1586          1290        667952 
     71  29854       tick          1629          1316        667688 
     72  29854       tick          1980          1396        662223 
     73  29854       tick          1717          1336        665979 
     74  29854       tick          1745          1325        666914 
     75  29854       tick          1771          1356        665354 
     76  29854       exit          1275          1429        344050 
