frequency,power,task,island,voltage,time,howmany,time_rel
200000,342785.6535087719,gzip-1,big,912129.9342105264,21.92,4,0.6907563025210085
300000,506945.35307017545,gzip-1,big,910663.3771929824,14.51125,4,0.4572872899159664
400000,668819.802631579,gzip-1,big,910013.7061403508,10.860833333333332,4,0.3422531512605042
500000,798452.302631579,gzip-1,big,902615.1315789474,8.679583333333333,4,0.273516281512605
600000,966470.8048245612,gzip-1,big,902584.9780701754,7.229166666666667,4,0.2278098739495798
700000,1125404.850877193,gzip-1,big,903739.0350877192,6.201666666666667,4,0.1954306722689076
800000,1298537.6776315789,gzip-1,big,917280.701754386,5.43125,4,0.1711528361344538
900000,1575431.2346491227,gzip-1,big,943094.846491228,4.829166666666667,4,0.1521796218487395
1000000,1817934.8486842103,gzip-1,big,969632.6754385964,4.353750000000001,4,0.1371980042016807
1100000,2159512.956140351,gzip-1,big,996236.2938596492,3.965,4,0.1249474789915966
1200000,2489503.3969298247,gzip-1,big,1022549.3421052631,3.637083333333333,4,0.1146139705882352
1300000,2840916.6885964912,gzip-1,big,1049257.1271929825,3.3654166666666665,4,0.1060530462184873
1400000,3165609.333333333,gzip-1,big,1075142.5438596492,3.1337500000000005,4,0.0987526260504201
1500000,3639651.322368421,gzip-1,big,1102587.7192982456,2.926666666666667,4,0.0922268907563025
1600000,4224639.824561403,gzip-1,big,1142675.4385964912,2.750833333333334,4,0.0866859243697479
1700000,4761486.25,gzip-1,big,1181820.1754385964,2.615,4,0.0824054621848739
1800000,5530179.403508772,gzip-1,big,1222894.7368421052,2.464,4,0.0776470588235294
1900000,6389173.256578947,gzip-1,big,1265309.75877193,4.223000000000001,4,0.133077731092437
2000000,6562785.234649123,gzip-1,big,1271178.7280701755,2.3195,4,0.073093487394958
