frequency,power,task,island,voltage,time,howmany,time_rel
200000,204325.7960526316,cacherate-0,big,913750.0,20.27083333333333,4,0.8162751677852349
300000,296967.8048245614,cacherate-0,big,912031.25,13.430833333333332,4,0.5408389261744967
400000,388280.2850877193,cacherate-0,big,911472.0394736842,10.049166666666666,4,0.4046644295302014
500000,482288.8706140351,cacherate-0,big,911288.3771929824,8.0325,4,0.3234563758389263
600000,573717.2236842106,cacherate-0,big,910789.4736842106,6.684166666666667,4,0.2691610738255034
700000,650718.8837719298,cacherate-0,big,901348.6842105264,5.727916666666666,4,0.2306543624161074
800000,762784.1995614035,cacherate-0,big,914117.3245614036,5.01125,4,0.2017953020134228
900000,906094.875,cacherate-0,big,940041.1184210526,4.451250000000001,4,0.1792449664429531
1000000,1065926.7368421052,cacherate-0,big,965027.4122807018,4.005,4,0.1612751677852349
1100000,1238886.11622807,cacherate-0,big,991214.3640350878,3.64,4,0.1465771812080537
1200000,1427250.826754386,cacherate-0,big,1017310.855263158,3.335833333333333,4,0.1343288590604027
1300000,1632167.00877193,cacherate-0,big,1042793.3114035088,3.08,4,0.1240268456375839
1400000,1852940.0877192984,cacherate-0,big,1069065.24122807,2.86,4,0.1151677852348993
1500000,2095380.1622807016,cacherate-0,big,1094997.25877193,2.67,4,0.1075167785234899
1600000,2424273.028508772,cacherate-0,big,1133810.3070175438,2.5,4,0.1006711409395973
1700000,2789775.7127192984,cacherate-0,big,1173242.8728070175,2.351,4,0.0946711409395973
1800000,3180339.583333333,cacherate-0,big,1211493.9692982456,2.22,4,0.0893959731543624
1900000,3752144.9978070175,cacherate-0,big,1264347.5877192982,2.105,4,0.0847651006711409
2000000,4541589.260964912,cacherate-0,big,1329152.9605263155,2.0,4,0.0805369127516778
