frequency,power,task,island,voltage,time,howmany,time_rel
200000,336510.2302631579,hash,big,912319.0789473684,21.39,4,0.5684294445920808
300000,495126.2390350877,hash,big,911044.4078947369,14.190833333333336,4,0.3771148906014705
400000,650563.197368421,hash,big,910010.9649122808,10.625416666666666,4,0.2823655771104615
500000,791742.975877193,hash,big,902184.7587719298,8.515416666666667,4,0.226293294357339
600000,944669.3289473684,hash,big,902516.447368421,7.107083333333333,4,0.1888674816192753
700000,1094498.0504385964,hash,big,903467.653508772,6.132916666666667,4,0.162979449021171
800000,1280475.8618421052,hash,big,916968.201754386,5.388750000000001,4,0.1432035609885729
900000,1518881.7938596492,hash,big,942543.8596491228,4.863333333333333,4,0.129240853928603
1000000,1784240.8333333333,hash,big,968865.1315789474,4.357916666666667,4,0.1158096377004163
1100000,2072569.254385965,hash,big,995852.5219298246,4.01,4,0.1065639117725219
1200000,2384842.50877193,hash,big,1022269.7368421052,3.7116666666666673,4,0.0986358401984232
1300000,2723198.0614035088,hash,big,1048582.785087719,3.392916666666667,4,0.0901652050668792
1400000,3076889.5701754387,hash,big,1074742.3245614036,3.18375,4,0.0846066967844804
1500000,3469729.3969298247,hash,big,1101362.3903508773,2.985416666666667,4,0.0793360793692975
1600000,4024648.2763157897,hash,big,1141192.4342105263,2.808333333333333,4,0.0746301709628842
1700000,4640975.918859649,hash,big,1181239.035087719,2.679,4,0.0711931969173531
1800000,5314302.063596491,hash,big,1221625.548245614,2.553,4,0.0678448046771193
1900000,6292259.192982456,hash,big,1274975.3289473683,2.392,4,0.0635663034812649
2000000,6947765.686403509,hash,big,1305729.1666666667,2.3005,4,0.061134732925857
