frequency,power,task,island,voltage,time,howmany,time_rel
200000,319082.1228070175,encrypt,big,911907.894736842,21.701666666666668,4,0.6101401058994423
300000,469830.850877193,encrypt,big,911252.7412280702,14.364166666666668,4,0.4038470549646221
400000,616063.5701754387,encrypt,big,910071.2719298246,10.735,4,0.3018134108054917
500000,751131.2521929825,encrypt,big,901735.197368421,8.587083333333334,4,0.2414249566562016
600000,898232.4429824562,encrypt,big,902527.4122807018,7.147916666666666,4,0.2009629351951642
700000,1046218.1140350878,encrypt,big,903495.0657894736,6.129166666666667,4,0.1723208846820673
800000,1228510.9868421052,encrypt,big,916757.1271929824,5.366666666666666,4,0.1508832763225715
900000,1462131.74122807,encrypt,big,942461.6228070176,4.776666666666666,4,0.1342954875591584
1000000,1715529.9605263155,encrypt,big,968651.3157894736,4.2975,4,0.1208237664589288
1100000,1999833.1557017544,encrypt,big,995290.5701754388,3.91375,4,0.1100346750386579
1200000,2303419.1951754387,encrypt,big,1021296.600877193,3.58625,4,0.1008270465301532
1300000,2639508.8442982454,encrypt,big,1048322.3684210526,3.3183333333333334,4,0.0932945972541118
1400000,3004174.4166666665,encrypt,big,1074934.2105263155,3.09125,4,0.0869101729066116
1500000,3366640.278508772,encrypt,big,1100570.1754385964,2.8854166666666665,4,0.0811231901035565
1600000,3920966.1513157897,encrypt,big,1140866.2280701755,2.702083333333333,4,0.0759687924652078
1700000,4530006.028508772,encrypt,big,1180699.0131578948,2.537,4,0.0713274916826765
1800000,5198692.817982456,encrypt,big,1220715.4605263155,2.403,4,0.0675600955906471
1900000,6166770.135964912,encrypt,big,1274443.5307017544,2.279000000000001,4,0.0640738484607094
2000000,6861097.263157895,encrypt,big,1307513.7061403508,2.2470000000000003,4,0.0631741717820158
