frequency,power,task,island,voltage,time,howmany,time_rel
200000,280180.1381578947,cacherate-20,big,912510.9649122808,15.802916666666668,4,0.8813673545268637
300000,396649.6096491228,cacherate-20,big,911885.9649122808,11.274166666666666,4,0.6287878787878787
400000,498444.99342105264,cacherate-20,big,911011.5131578948,9.241666666666667,4,0.5154303773935676
500000,588510.2171052631,cacherate-20,big,910762.0614035088,8.13625,4,0.4537785833798103
600000,675311.8333333334,cacherate-20,big,910413.9254385964,7.465833333333333,4,0.4163878044246141
700000,737583.6820175438,cacherate-20,big,902253.2894736842,7.0495833333333335,4,0.3931725227737497
800000,835924.6907894737,cacherate-20,big,914846.4912280702,6.778333333333333,4,0.3780442461424055
900000,964591.8157894736,cacherate-20,big,940263.1578947369,6.576250000000001,4,0.3667735638594534
1000000,1107006.8421052631,cacherate-20,big,966082.7850877192,6.420833333333333,4,0.3581055958356571
1100000,1253704.2280701755,cacherate-20,big,992105.2631578948,6.3175,4,0.3523424428332403
1200000,1408673.070175439,cacherate-20,big,1017327.302631579,6.22375,4,0.3471137757947573
1300000,1580274.0833333333,cacherate-20,big,1043053.7280701754,6.16,4,0.3435582822085889
1400000,1765776.3377192982,cacherate-20,big,1068760.964912281,6.164166666666667,4,0.3437906674102992
1500000,1962463.4122807016,cacherate-20,big,1094624.451754386,6.12375,4,0.3415365309537088
1600000,2240024.326754386,cacherate-20,big,1133730.8114035088,6.065416666666667,4,0.3382831381297638
1700000,2534269.2527472526,cacherate-20,big,1171667.5824175824,5.947500000000001,4,0.3317066369213608
1800000,2889120.4736842103,cacherate-20,big,1210964.9122807018,5.971,4,0.3330172894590072
1900000,3365854.486842105,cacherate-20,big,1262700.1096491227,5.9005,4,0.329085331846068
2000000,4075856.100877193,cacherate-20,big,1327776.8640350876,5.8695,4,0.3273563859453429
