frequency,power,task,island,voltage,time,howmany,time_rel
200000,227141.59210526315,cacherate-80,big,912749.451754386,11.38125,4,1.8632332878581173
300000,320421.28289473685,cacherate-80,big,912412.2807017544,8.125,4,1.330150068212824
400000,407681.11622807017,cacherate-80,big,911811.951754386,6.69,4,1.095225102319236
500000,485885.4561403509,cacherate-80,big,911291.1184210526,5.935,4,0.9716234652114596
600000,562671.2214912281,cacherate-80,big,910896.3815789474,5.4504166666666665,4,0.8922919508867667
700000,621643.0504385965,cacherate-80,big,901345.9429824562,5.191666666666667,4,0.8499317871759892
800000,711501.5504385965,cacherate-80,big,913810.3070175438,4.99625,4,0.8179399727148704
900000,836100.8377192982,cacherate-80,big,939851.9736842106,4.857916666666666,4,0.7952933151432469
1000000,966363.144736842,cacherate-80,big,965000.0,4.7575,4,0.7788540245566167
1100000,1110486.0153508773,cacherate-80,big,991082.7850877192,4.670833333333333,4,0.7646657571623465
1200000,1268798.0263157894,cacherate-80,big,1017132.6754385964,4.61375,4,0.7553206002728512
1300000,1429086.4320175438,cacherate-80,big,1042228.6184210526,4.57875,4,0.7495907230559345
1400000,1602353.0504385964,cacherate-80,big,1068212.7192982456,4.592083333333334,4,0.7517735334242839
1500000,1804058.9254385964,cacherate-80,big,1093777.4122807018,4.556666666666667,4,0.7459754433833561
1600000,2069968.4824561405,cacherate-80,big,1132615.1315789474,4.524166666666667,4,0.7406548431105048
1700000,2372511.486842105,cacherate-80,big,1171252.74122807,4.389,4,0.7185266030013643
1800000,2701564.971491228,cacherate-80,big,1209969.846491228,4.453,4,0.7290040927694407
1900000,3168532.0942982454,cacherate-80,big,1261633.7719298245,4.3965000000000005,4,0.7197544338335607
2000000,3830604.453947369,cacherate-80,big,1326370.6140350876,4.376499999999999,4,0.7164802182810367
