,time,UPDATE_PERIOD_us,cpu_freq0,cpu_freq1,cpu_freq2,cpu_freq3,hwmon_cpu_thermal_mC,hwmon_cpu_thermal_uA,hwmon_cpu_thermal_uV,hwmon_cpu_thermal_uW,sensor_cpu_uW,smartpower_uA,smartpower_uV,thermal_zone_temp0
count,6.0,3.0,597.0,597.0,597.0,597.0,597.0,597.0,597.0,597.0,597.0,597.0,597.0,597.0
mean,4.8533333333333335,100000.0,600000.0,600000.0,600000.0,600000.0,42814.26465661642,0.0,0.0,0.0,3293333.3333333335,655978.2244556114,5017959.798994975,42815.08040201005
std,0.010327955589886627,0.0,0.0,0.0,0.0,0.0,593.7974003464021,0.0,0.0,0.0,25012.167061623597,4970.84063048658,2879.8755495690607,592.8289873899311
min,4.84,100000.0,600000.0,600000.0,600000.0,600000.0,40894.0,0.0,0.0,0.0,2851000.0,568000.0,5010000.0,40894.0
25%,4.85,100000.0,600000.0,600000.0,600000.0,600000.0,42355.0,0.0,0.0,0.0,3293000.0,656000.0,5019000.0,42355.0
50%,4.85,100000.0,600000.0,600000.0,600000.0,600000.0,42842.0,0.0,0.0,0.0,3293000.0,656000.0,5019000.0,42842.0
75%,4.8575,100000.0,600000.0,600000.0,600000.0,600000.0,43329.0,0.0,0.0,0.0,3297000.0,657000.0,5019000.0,43329.0
max,4.87,100000.0,600000.0,600000.0,600000.0,600000.0,44790.0,0.0,0.0,0.0,3358000.0,668000.0,5019000.0,44790.0
