[Event-to-counter mappings]
pmc1=llc_misses
pmc2=mispred_branches
pmc3=potentially_predicted_branches
[Event counts]
nsample    pid      event          pmc1          pmc2          pmc3
      1   5776       tick          6804       1167606      26789190 
      2   5776       tick          3686       1395332      32009119 
      3   5776       tick          3672       1391801      31996931 
      4   5776       tick          3284       1393474      31983821 
      5   5776       tick          3128       1393619      32044017 
      6   5776       tick          3785       1386157      31996944 
      7   5776       tick          3127       1394711      32061904 
      8   5776       tick          3988       1374873      32001873 
      9   5776       tick          3189       1384340      32042461 
     10   5776       tick          3171       1396600      32051572 
     11   5776       tick          3375       1392990      31996382 
     12   5776       tick          3230       1395531      32019715 
     13   5776       tick          3457       1388251      32033283 
     14   5776       tick          3417       1392583      32042328 
     15   5776       tick          3165       1392450      32064192 
     16   5776       tick          3362       1373839      32079673 
     17   5776       tick          3228       1392583      32039531 
     18   5776       tick          2962       1390550      32026567 
     19   5776       tick          2717       1396958      32010534 
     20   5776       tick          3481       1394456      32037387 
     21   5776       tick          3600       1391410      32054443 
     22   5776       tick          3488       1392973      32018028 
     23   5776       tick          3462       1384521      32039809 
     24   5776       tick          3137       1374352      32060748 
     25   5776       tick          3318       1392715      32051651 
     26   5776       exit          1772        325885       7457598 
