howmany,island,task,frequency,power_25%,power_50%,power_75%,power_max,power_mean,power_min,time_25%,time_50%,time_75%,time_max,time_mean,time_min,time_rel,voltage_25%,voltage_50%,voltage_75%,voltage_max,voltage_mean,voltage_min,time
0,big,cacherate-80,1800000,275691.5,278990.0,281416.0,446016.0,282202.83771929826,270499.0,2.0,2.0,2.0,2.0,2.0,2.0,,1213750.0,1213750.0,1213750.0,1215000.0,1213717.105263158,1207500.0,
1,big,cacherate-80,1800000,1169316.0,1173670.0,1178940.0,1254405.0,1169848.480263158,300576.0,2.02,2.02,2.03,2.03,2.024,2.02,0.3313506139154161,1203750.0,1203750.0,1203750.0,1212500.0,1203843.201754386,1203750.0,
2,big,cacherate-80,1800000,1751112.0,1755936.0,1760760.0,1853622.0,1751477.826754386,751376.0,2.78,2.79,2.8,2.81,2.79,2.77,0.4567530695770805,1206250.0,1206250.0,1206250.0,1208750.0,1206101.9736842106,1205000.0,
3,big,cacherate-80,1800000,2261376.0,2268892.0,2275872.0,2349560.0,2261188.9210526315,953155.0,3.355,3.5,3.575,3.58,3.4753333333333334,3.35,0.5689495225102319,1208750.0,1208750.0,1208750.0,1208750.0,1208580.0438596492,1205000.0,
4,big,cacherate-80,1800000,2701930.0,2711610.0,2716450.0,2740650.0,2701564.971491228,1595538.0,4.43,4.45,4.475,4.49,4.453,4.42,0.7290040927694407,1210000.0,1210000.0,1210000.0,1210000.0,1209969.846491228,1206250.0,
