island,frequency,task,power,time
big,1100000,cacherate-40,285022.0965643275,0.7077747989276139
big,1200000,cacherate-40,322801.4700292397,0.6951948855434108
big,1300000,cacherate-40,361607.81264619884,0.6894204990719736
big,1400000,cacherate-40,403243.4701023392,0.6901938544029697
big,1500000,cacherate-40,448354.73486842104,0.6863786347700557
big,1600000,cacherate-40,513870.39875730994,0.6814291606516807
big,1700000,cacherate-40,584201.8711988305,0.66712724273046
big,1800000,cacherate-40,658868.9735380117,0.6748607960404207
big,1900000,cacherate-40,779556.5770467836,0.6666322953186224
big,2000000,cacherate-40,924046.555628655,0.6634151371416788
big,200000,cacherate-60,58932.51213450293,1.8562215477996968
big,300000,cacherate-60,83796.46323099415,1.3292867981790593
big,400000,cacherate-60,105601.4625,1.092311583206879
big,500000,cacherate-60,125146.38976608188,0.97097875569044
big,600000,cacherate-60,144131.4394005848,0.8952959028831564
big,700000,cacherate-60,159726.8758040936,0.8463581183611533
big,800000,cacherate-60,180265.8311403509,0.8175897824987355
big,900000,cacherate-60,209494.77266081874,0.7936267071320183
big,1000000,cacherate-60,240982.73530701754,0.7778831562974203
big,1100000,cacherate-60,274378.8290204679,0.7644790085988873
big,1200000,cacherate-60,313046.50270467834,0.7542362164896307
big,1300000,cacherate-60,351318.1040935673,0.7484193222053618
big,1400000,cacherate-60,392230.1853070176,0.7505058168942843
big,1500000,cacherate-60,437959.73450292397,0.7444992412746586
big,1600000,cacherate-60,502635.9571637427,0.7374810318664643
big,1700000,cacherate-60,574991.5534356725,0.716236722306525
big,1800000,cacherate-60,651502.2173245613,0.7276934749620637
big,1900000,cacherate-60,761639.607748538,0.7195751138088013
big,2000000,cacherate-60,911423.2461988302,0.7154779969650986
big,200000,cacherate-80,56414.37587719298,1.8632332878581173
big,300000,cacherate-80,80193.29422514621,1.330150068212824
big,400000,cacherate-80,102176.18282163743,1.095225102319236
big,500000,cacherate-80,121821.67426900586,0.9716234652114596
big,600000,cacherate-80,140807.87280701756,0.8922919508867667
big,700000,cacherate-80,156223.35314327487,0.8499317871759892
big,800000,cacherate-80,176768.9249269006,0.8179399727148704
big,900000,cacherate-80,206116.96308479534,0.7952933151432469
big,1000000,cacherate-80,236821.7255116959,0.7788540245566167
big,1100000,cacherate-80,271273.8071637427,0.7646657571623465
big,1200000,cacherate-80,309273.91432748537,0.7553206002728512
big,1300000,cacherate-80,347888.1444444444,0.7495907230559345
big,1400000,cacherate-80,389132.17836257303,0.7517735334242839
big,1500000,cacherate-80,436269.9024122806,0.7459754433833561
big,1600000,cacherate-80,500600.00745614036,0.7406548431105048
big,1700000,cacherate-80,571683.5522660819,0.7185266030013643
big,1800000,cacherate-80,648020.0801900586,0.7290040927694407
big,1900000,cacherate-80,761006.9899853802,0.7197544338335607
big,2000000,cacherate-80,912631.6559210527,0.7164802182810367
big,200000,decrypt,73024.97039473684,0.5976091911251684
big,300000,decrypt,110133.96798245613,0.3953090841434484
big,400000,decrypt,147100.70226608188,0.2961533094562537
big,500000,decrypt,181683.4658625731,0.236708684124843
big,600000,decrypt,216665.04239766079,0.1969510209777198
big,700000,decrypt,253677.83925438597,0.1687636634262058
big,800000,decrypt,298115.75248538016,0.1477626866365877
big,900000,decrypt,356440.89144736837,0.1315410019070654
big,1000000,decrypt,418944.81885964907,0.1183310851667519
big,1100000,decrypt,488867.0959064327,0.1077259407414298
big,1200000,decrypt,563825.718859649,0.0987952928043164
big,1300000,decrypt,645778.7192982455,0.0913995999813944
big,1400000,decrypt,732852.6144736842,0.0850620959114377
big,1500000,decrypt,830889.6986111111,0.0794688125029071
big,1600000,decrypt,958824.9388888888,0.074596492860133
big,1700000,decrypt,1104854.9188596492,0.0707753849016233
big,1800000,decrypt,1270530.065131579,0.0670077678031536
big,1900000,decrypt,1504434.6543859649,0.0635471417275222
big,2000000,decrypt,1712990.2116228072,0.06280757244523
big,200000,encrypt,72650.45928362572,0.6106867844368432
big,300000,encrypt,108672.57668128655,0.4040110585258422
big,400000,encrypt,143787.97880116958,0.3018134108054917
big,500000,encrypt,177749.3941520468,0.2414249566562016
big,600000,encrypt,211520.44195906434,0.2009629351951642
big,700000,encrypt,245996.26937134506,0.1723208846820673
big,800000,encrypt,289592.7842836257,0.1508832763225715
big,900000,encrypt,344697.17127192987,0.1342954875591584
big,1000000,encrypt,404991.6049707601,0.1208237664589288
big,1100000,encrypt,471698.5887426901,0.1100346750386579
big,1200000,encrypt,543855.6942251461,0.1008699998438061
big,1300000,encrypt,622665.0051169589,0.0933648844946347
big,1400000,encrypt,707715.2385964912,0.0869101729066116
big,1500000,encrypt,796114.7842836258,0.0812520500445152
big,1600000,encrypt,923786.1046052633,0.0761757493400809
big,1700000,encrypt,1065872.9755847952,0.0719741342954875
big,1800000,encrypt,1220334.8665204677,0.0679255892413663
big,1900000,encrypt,1445441.2752923975,0.0644674570076378
big,2000000,encrypt,1669685.2244152047,0.0631741717820158
big,200000,gzip-1,80523.37719298246,0.6907563025210085
big,300000,gzip-1,120174.60935672514,0.4572872899159664
big,400000,gzip-1,159358.13223684212,0.3422531512605042
big,500000,gzip-1,194412.92295321636,0.273516281512605
big,600000,gzip-1,233140.62397660819,0.2278098739495798
big,700000,gzip-1,272401.689254386,0.1954306722689076
big,800000,gzip-1,315810.9699561403,0.1711528361344538
big,900000,gzip-1,380732.4900584796,0.1521796218487395
big,1000000,gzip-1,442931.64861111104,0.1371980042016807
big,1100000,gzip-1,523299.39480994135,0.1249474789915966
big,1200000,gzip-1,602798.1016081872,0.1146139705882352
big,1300000,gzip-1,684100.7298976608,0.1060530462184873
big,1400000,gzip-1,773969.6649122805,0.0987526260504201
big,1500000,gzip-1,883581.6954678361,0.0922268907563025
big,1600000,gzip-1,1017443.1951754387,0.0866859243697479
big,1700000,gzip-1,1164305.729239766,0.0824054621848739
big,1800000,gzip-1,1341876.5277777778,0.0776470588235294
big,1900000,gzip-1,1573404.6065058478,0.133077731092437
big,2000000,gzip-1,1731459.7410818716,0.1604831932773109
big,200000,gzip-5,81919.31213450292,0.6555846590089874
big,300000,gzip-5,122276.49415204678,0.4345292449656365
big,400000,gzip-5,163027.75350877192,0.325419330033162
big,500000,gzip-5,199421.57039473683,0.2600687268707646
big,600000,gzip-5,238348.69546783628,0.2167900225885519
big,700000,gzip-5,276880.7518274854,0.1858028548084778
big,800000,gzip-5,326763.41323099413,0.1627457105781708
big,900000,gzip-5,389089.138377193,0.1447589753448358
big,1000000,gzip-5,456491.72931286553,0.1304849329552554
big,1100000,gzip-5,532877.1720029239,0.1187941558129475
big,1200000,gzip-5,613283.3190789473,0.1089056567501321
big,1300000,gzip-5,700709.2423976607,0.1007833902052194
big,1400000,gzip-5,797279.4160087719,0.0937905512567885
big,1500000,gzip-5,901024.1250730994,0.0877108665353006
big,1600000,gzip-5,1042821.457748538,0.0824482145431825
big,1700000,gzip-5,1200645.5372807018,0.0779737588311625
big,1800000,gzip-5,1386186.5891081872,0.0727255250636804
big,1900000,gzip-5,1594208.1008771928,0.1088720142259816
big,2000000,gzip-5,1737578.473391813,0.0739366559330994
big,200000,gzip-9,82002.00665204678,0.6570088963693195
big,300000,gzip-9,122536.36067251464,0.4348280836739601
big,400000,gzip-9,162813.35555555552,0.3254748737677326
big,500000,gzip-9,199382.47770467834,0.2603871122866073
big,600000,gzip-9,238407.19488304094,0.2168550132243328
big,700000,gzip-9,277551.26461988303,0.1860182736234672
big,800000,gzip-9,327115.97361111105,0.162827602789132
big,900000,gzip-9,389398.2984649123,0.1448665544602067
big,1000000,gzip-9,457022.44225146185,0.1305602308247175
big,1100000,gzip-9,532770.8143274853,0.1187785525366674
big,1200000,gzip-9,613671.3617690059,0.1090526568886751
big,1300000,gzip-9,699775.7963450294,0.1008776148112527
big,1400000,gzip-9,795811.1269736843,0.093856696321231
big,1500000,gzip-9,902500.482236842,0.0877494590045684
big,1600000,gzip-9,1041714.8879385965,0.0824356816542438
big,1700000,gzip-9,1205184.157236842,0.0762010098581389
big,1800000,gzip-9,1386829.177631579,0.0739216157730223
big,1900000,gzip-9,1601245.905263158,0.0898196681894686
big,2000000,gzip-9,1763910.2409356725,0.069632123106516
big,200000,hash,78465.89064327486,0.5684294445920808
big,300000,hash,117169.2384502924,0.3777866359583074
big,400000,hash,155133.73866959065,0.2823655771104615
big,500000,hash,191247.61432748535,0.226293294357339
big,600000,hash,227037.04480994155,0.1888674816192753
big,700000,hash,263806.41900584794,0.1630348126494818
big,800000,hash,309459.4945906432,0.1432367791655593
big,900000,hash,367320.4062134503,0.129240853928603
big,1000000,hash,430989.0591374268,0.1158096377004163
big,1100000,hash,500477.9502923976,0.1065639117725219
big,1200000,hash,576821.2091374268,0.0986358401984232
big,1300000,hash,658244.6250730994,0.0902648595978385
big,1400000,hash,744865.1218567251,0.0846066967844804
big,1500000,hash,839280.0798245614,0.0793360793692975
big,1600000,hash,971231.8867690059,0.0746301709628842
big,1700000,hash,1117647.6259502925,0.0711931969173531
big,1800000,hash,1277348.3527046782,0.0678448046771193
big,1900000,hash,1510770.9324561402,0.0635663034812649
big,2000000,hash,1739768.0774853802,0.061134732925857
big,200000,idle,29714.405701754386,0.0
big,300000,idle,36667.20614035088,0.0
big,400000,idle,43959.65131578947,0.0
big,500000,idle,49942.20394736842,0.0
big,600000,idle,55386.11184210526,0.0
big,700000,idle,62486.72149122807,0.0
big,800000,idle,70789.28289473684,0.0
big,900000,idle,82052.88596491228,0.0
big,1000000,idle,95939.98903508772,0.0
big,1100000,idle,110361.93421052632,0.0
big,1200000,idle,123850.00877192985,0.0
big,1300000,idle,143356.77850877194,0.0
big,1400000,idle,161186.93640350876,0.0
big,1500000,idle,182163.88377192983,0.0
big,1600000,idle,210462.20175438595,0.0
big,1700000,idle,240915.07675438595,0.0
big,1800000,idle,282202.83771929826,0.0
big,1900000,idle,325980.44736842107,0.0
big,2000000,idle,412970.99342105264,0.0
little,200000,cachekiller,9154.078728070175,2.187466737626397
little,300000,cachekiller,12560.244298245614,1.451237360298031
little,400000,cachekiller,14493.681944444443,1.0875465673230442
little,500000,cachekiller,16368.634649122809,0.877195316657797
little,600000,cachekiller,19997.84312865497,0.7860564129856307
little,700000,cachekiller,23820.59700292398,0.7567855242150081
little,800000,cachekiller,27642.241593567258,0.7022352315061203
little,900000,cachekiller,31963.984356725152,0.6832756785524217
little,1000000,cachekiller,36347.89663742691,0.6834752527940393
little,1100000,cachekiller,40946.17273391812,0.6575971261309208
little,1200000,cachekiller,45811.70665204678,0.6578632251197446
little,1300000,cachekiller,52851.36476608185,0.6561335816923896
little,1400000,cachekiller,60445.17982456141,0.6515433741351784
little,1500000,cachekiller,66373.93194444446,0.6582623736029802
little,200000,cacherate-0,12643.64312865497,1.0
little,300000,cacherate-0,19079.922368421052,0.6621476510067115
little,400000,cacherate-0,25348.906505847954,0.4946308724832215
little,500000,cacherate-0,31649.456871345028,0.3951174496644296
little,600000,cacherate-0,41388.30891812865,0.3289261744966444
little,700000,cacherate-0,51897.57587719299,0.281761744966443
little,800000,cacherate-0,64014.01220760235,0.2465771812080537
little,900000,cacherate-0,75696.39788011697,0.2191107382550336
little,1000000,cacherate-0,90136.81345029241,0.1970302013422819
little,1100000,cacherate-0,106036.57792397661,0.1790604026845638
little,1200000,cacherate-0,124515.08421052629,0.1640604026845638
little,1300000,cacherate-0,148454.44166666665,0.1514429530201342
little,1400000,cacherate-0,174421.29773391815,0.1406040268456376
little,1500000,cacherate-0,198676.0928362573,0.1312919463087248
little,200000,cacherate-100,8933.697953216375,2.1770529994175893
little,300000,cacherate-100,12232.464692982456,1.4453989516598722
little,400000,cacherate-100,14006.381871345027,1.0831391962725685
little,500000,cacherate-100,16293.32711988304,0.877256843331392
little,600000,cacherate-100,19678.74108187134,0.7850174723354689
little,700000,cacherate-100,22981.644663742693,0.7420646476412348
little,800000,cacherate-100,26943.722880116966,0.7063919627256844
little,900000,cacherate-100,31215.461476608187,0.6854251601630753
little,1000000,cacherate-100,35440.085891812865,0.664021549213745
little,1100000,cacherate-100,39705.66900584796,0.6539021549213746
little,1200000,cacherate-100,44575.76966374268,0.63628421665696
little,1300000,cacherate-100,51263.75665204679,0.6531741409435061
little,1400000,cacherate-100,58593.66330409355,0.6622743156668607
little,1500000,cacherate-100,64814.12690058481,0.6485148514851484
little,200000,cacherate-20,15730.218201754386,1.0135248187395425
little,300000,cacherate-20,21532.236111111113,0.68469975831939
little,400000,cacherate-20,24826.493640350876,0.536066183305447
little,500000,cacherate-20,27976.375438596493,0.4576826547685442
little,600000,cacherate-20,34022.93750000001,0.4147146309722997
little,700000,cacherate-20,39406.367763157905,0.3891290202639895
little,800000,cacherate-20,45082.082967836264,0.3595463840862614
little,900000,cacherate-20,51278.7009502924,0.3427681725227737
little,1000000,cacherate-20,57462.280482456146,0.3355874697899236
little,1100000,cacherate-20,62684.037280701734,0.3272913180888641
little,1200000,cacherate-20,69986.81001461987,0.3199247071946457
little,1300000,cacherate-20,79244.62887426901,0.3176938092582264
little,1400000,cacherate-20,89280.09152046783,0.3172987544153188
little,1500000,cacherate-20,98810.61769005848,0.3156720580033463
little,200000,cacherate-40,12285.841081871344,1.9848422355124768
little,300000,cacherate-40,16741.200511695904,1.3174365848628586
little,400000,cacherate-40,18994.955482456142,0.987265415549598
little,500000,cacherate-40,21325.50935672515,0.7986698288306868
little,600000,cacherate-40,25543.23866959064,0.736285832130336
little,700000,cacherate-40,29766.812719298243,0.6929779335945557
little,800000,cacherate-40,34210.266812865506,0.678799752526294
little,900000,cacherate-40,38866.450365497076,0.6577644875232006
little,1000000,cacherate-40,44304.79100877192,0.6430707362342751
little,1100000,cacherate-40,49084.19722222223,0.6433800783666734
little,1200000,cacherate-40,54373.60738304094,0.6166219839142091
little,1300000,cacherate-40,61988.418128654965,0.6161579707156114
little,1400000,cacherate-40,70965.67302631578,0.6245102082903691
little,1500000,cacherate-40,78347.50650584797,0.6221385852753145
little,200000,cacherate-60,10492.553728070174,2.130563985837127
little,300000,cacherate-60,14343.7822368421,1.415402124430956
little,400000,cacherate-60,16497.97412280702,1.0603818917551846
little,500000,cacherate-60,18700.15182748538,0.8550834597875571
little,600000,cacherate-60,22392.56980994152,0.76599645928174
little,700000,cacherate-60,26280.571710526317,0.7381765300961052
little,800000,cacherate-60,30460.914692982464,0.6991021750126454
little,900000,cacherate-60,35146.61418128655,0.673937784522003
little,1000000,cacherate-60,39888.611549707595,0.6660976226605969
little,1100000,cacherate-60,44354.64407894737,0.6539580171977745
little,1200000,cacherate-60,49562.94327485379,0.6515553869499242
little,1300000,cacherate-60,56668.30255847952,0.6498482549317147
little,1400000,cacherate-60,64536.53647660817,0.6550328780981285
little,1500000,cacherate-60,71547.81951754386,0.6420080930703085
little,200000,cacherate-80,9593.552339181286,2.1283083219645293
little,300000,cacherate-80,12935.943347953214,1.413301500682128
little,400000,cacherate-80,14982.4509502924,1.0594133697135062
little,500000,cacherate-80,17101.75723684211,0.8556616643929058
little,600000,cacherate-80,20651.435453216374,0.7774215552523874
little,700000,cacherate-80,24237.026461988302,0.7408594815825376
little,800000,cacherate-80,28249.06652046784,0.7130286493860846
little,900000,cacherate-80,32669.784210526323,0.6776944065484312
little,1000000,cacherate-80,37197.35058479533,0.6708049113233288
little,1100000,cacherate-80,41359.529605263146,0.6599590723055935
little,1200000,cacherate-80,46439.946564327474,0.653274215552524
little,1300000,cacherate-80,53269.32222222223,0.6531377899045021
little,1400000,cacherate-80,60742.5726608187,0.6561391541609822
little,1500000,cacherate-80,67344.3692251462,0.6567530695770805
little,200000,decrypt,14193.210745614033,1.0
little,300000,decrypt,21450.357529239765,0.6620191636820317
little,400000,decrypt,28326.02624269006,0.497340961595113
little,500000,decrypt,35291.771710526315,0.3959137634308572
little,600000,decrypt,45976.417616959065,0.3302014047164984
little,700000,decrypt,57932.8264619883,0.2827457091027489
little,800000,decrypt,69495.86929824561,0.2475929112981999
little,900000,decrypt,83510.77719298247,0.2203939718126424
little,1000000,decrypt,99247.3394736842,0.1985092329875808
little,1100000,decrypt,116501.62426900584,0.1807642215917019
little,1200000,decrypt,135926.05950292395,0.1661123773198753
little,1300000,decrypt,160089.4631578947,0.1535187683148053
little,1400000,decrypt,188406.47682748537,0.1430647937113353
little,1500000,decrypt,213736.42368421055,0.1335062095911437
little,200000,encrypt,14127.933552631579,1.0
little,300000,encrypt,21316.09919590643,0.6627383908907737
little,400000,encrypt,28156.950292397654,0.4954781875263577
little,500000,encrypt,35143.188157894736,0.3953891570216953
little,600000,encrypt,45874.44532163743,0.3296823016728363
little,700000,encrypt,57800.821783625724,0.2824727051215968
little,800000,encrypt,69325.05168128654,0.2471143182918638
little,900000,encrypt,83159.6461988304,0.2203270699592334
little,1000000,encrypt,99067.03969298248,0.198022585633288
little,1100000,encrypt,116126.23333333334,0.1803453446417693
little,1200000,encrypt,135853.93976608186,0.1656435968323883
little,1300000,encrypt,160241.08355263158,0.1527458881964294
little,1400000,encrypt,188379.83033625732,0.1422379457382503
little,1500000,encrypt,213559.33706140352,0.1328077409680896
little,200000,gzip-1,13323.481652046783,1.1112394957983192
little,300000,gzip-1,19178.603801169593,0.7616859243697479
little,400000,gzip-1,24025.931652046787,0.5890887605042018
little,500000,gzip-1,28409.763084795326,0.4868828781512604
little,600000,gzip-1,36858.08969298246,0.4191832983193277
little,700000,gzip-1,43647.8490497076,0.3706932773109244
little,800000,gzip-1,53742.20972222222,0.3332589285714286
little,900000,gzip-1,61336.2446637427,0.3049763655462185
little,1000000,gzip-1,71026.37690058482,0.2822478991596638
little,1100000,gzip-1,82529.90570175438,0.2635241596638655
little,1200000,gzip-1,93442.08669590643,0.2501181722689076
little,1300000,gzip-1,106207.98596491228,0.2361081932773109
little,1400000,gzip-1,123192.83698830409,0.2282694327731093
little,1500000,gzip-1,138172.0923245614,0.2175026260504201
little,200000,gzip-5,13554.447076023393,1.1129307444609986
little,300000,gzip-5,19579.951315789473,0.7598884990628155
little,400000,gzip-5,25195.054166666676,0.5858965732686114
little,500000,gzip-5,30093.586622807015,0.4823977507569568
little,600000,gzip-5,38236.932236842105,0.4141755178545682
little,700000,gzip-5,46761.01871345031,0.3666194069303599
little,800000,gzip-5,55829.50423976609,0.3286514153890517
little,900000,gzip-5,65487.22953216374,0.2995986927476329
little,1000000,gzip-5,74287.90628654971,0.2779353102321334
little,1100000,gzip-5,85331.22690058479,0.2580862209833229
little,1200000,gzip-5,98518.86023391814,0.2440044215888883
little,1300000,gzip-5,112903.88369883041,0.2307757004854135
little,1400000,gzip-5,129643.35336257312,0.2213317633488729
little,1500000,gzip-5,145146.43801169592,0.2121882058922477
little,200000,gzip-9,13551.628143274853,1.1131642221687907
little,300000,gzip-9,19632.994444444445,0.7625631161336859
little,400000,gzip-9,24933.7005116959,0.586390959365232
little,500000,gzip-9,30129.089254385966,0.4833613849483049
little,600000,gzip-9,38292.27792397661,0.4148593411877855
little,700000,gzip-9,46829.4403508772,0.3661457081029093
little,800000,gzip-9,55718.749195906435,0.329442173599423
little,900000,gzip-9,65509.8994883041,0.3015869199326761
little,1000000,gzip-9,74720.84364035088,0.2775547006491944
little,1100000,gzip-9,85616.86498538012,0.2588242365953354
little,1200000,gzip-9,98302.0263888889,0.2454796826160134
little,1300000,gzip-9,112697.45007309942,0.2312334695840346
little,1400000,gzip-9,130484.9722222222,0.2220485693676364
little,1500000,gzip-9,145819.0902046784,0.2121062755470065
little,200000,hash,11919.242324561403,1.0
little,300000,hash,17932.5649122807,0.6648950305607227
little,400000,hash,23527.865277777775,0.4985384002125963
little,500000,hash,29259.811184210528,0.3987952874479581
little,600000,hash,37882.604166666664,0.3332779697050225
little,700000,hash,47358.783187134504,0.28611923110993
little,800000,hash,57803.32010233918,0.250741872619364
little,900000,hash,68612.99758771929,0.2237354947293826
little,1000000,hash,80755.76586257311,0.2017155342959222
little,1100000,hash,94436.77463450292,0.1843941004517671
little,1200000,hash,109467.81081871343,0.1690436117754746
little,1300000,hash,128467.25489766082,0.1566790681194082
little,1400000,hash,150742.321125731,0.1461710514660288
little,1500000,hash,170538.61059941523,0.1376007618035255
little,200000,idle,9238.804824561405,0.0
little,300000,idle,11662.326754385966,0.0
little,400000,idle,14739.322368421052,0.0
little,500000,idle,17003.47587719298,0.0
little,600000,idle,21402.447368421053,0.0
little,700000,idle,27034.129385964912,0.0
little,800000,idle,33128.20175438596,0.0
little,900000,idle,39642.149122807015,0.0
little,1000000,idle,47670.88596491228,0.0
little,1100000,idle,56177.60745614035,0.0
little,1200000,idle,65394.866228070176,0.0
little,1300000,idle,79200.67543859649,0.0
little,1400000,idle,93324.00438596492,0.0
little,1500000,idle,109331.9846491228,0.0
