,time,UPDATE_PERIOD_us,cpu_freq0,cpu_freq1,cpu_freq2,cpu_freq3,hwmon_cpu_thermal_mC,hwmon_cpu_thermal_uA,hwmon_cpu_thermal_uV,hwmon_cpu_thermal_uW,sensor_cpu_uW,smartpower_uA,smartpower_uV,thermal_zone_temp0
count,15.0,5.0,997.0,997.0,997.0,997.0,997.0,997.0,997.0,997.0,997.0,997.0,997.0,997.0
mean,4.853333333333334,100000.0,900000.0,900000.0,900000.0,900000.0,42275.380140421265,0.0,0.0,0.0,3870123.370110331,770637.9137412236,5017943.831494483,42276.35707121364
std,0.014960264830862003,0.0,0.0,0.0,0.0,0.0,811.0333763025336,0.0,0.0,0.0,60872.70134100039,12165.20677523067,2898.007653047098,812.8882840415255
min,4.84,100000.0,900000.0,900000.0,900000.0,900000.0,39433.0,0.0,0.0,0.0,2942000.0,586000.0,5010000.0,39433.0
25%,4.84,100000.0,900000.0,900000.0,900000.0,900000.0,41868.0,0.0,0.0,0.0,3870000.0,770000.0,5019000.0,41868.0
50%,4.85,100000.0,900000.0,900000.0,900000.0,900000.0,42355.0,0.0,0.0,0.0,3874000.0,771000.0,5019000.0,42355.0
75%,4.86,100000.0,900000.0,900000.0,900000.0,900000.0,42842.0,0.0,0.0,0.0,3877000.0,772000.0,5019000.0,42842.0
max,4.88,100000.0,900000.0,900000.0,900000.0,900000.0,44303.0,0.0,0.0,0.0,4011000.0,800000.0,5019000.0,44303.0
