,time,Run_1,UPDATE_PERIOD_us,cpu_freq0,cpu_freq1,cpu_freq2,cpu_freq3,cpu_iio_temp,sensor_cpu_uW,sensor_ina226_CALC_uW
count,15.0,15.0,5.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
mean,7.263774545946668,2.0,100000.0,599999.0,599999.0,599999.0,599999.0,27.968407562,1826286.0,1803827.443
std,0.31308463680725074,0.0,0.0,0.0,0.0,0.0,0.0,0.6116374374789136,19276.197129511198,16316.816604253658
min,7.1084442349,2.0,100000.0,599999.0,599999.0,599999.0,599999.0,25.925774,1623000.0,1598508.0
25%,7.111461713500001,2.0,100000.0,599999.0,599999.0,599999.0,599999.0,27.573335,1823000.0,1799109.5
50%,7.1145491399,2.0,100000.0,599999.0,599999.0,599999.0,599999.0,27.961911,1823000.0,1803365.0
75%,7.1149548084,2.0,100000.0,599999.0,599999.0,599999.0,599999.0,28.350486,1835000.0,1810563.0
max,7.901426038,2.0,100000.0,599999.0,599999.0,599999.0,599999.0,30.029134,1873000.0,1858804.0
