,time,UPDATE_PERIOD_us,cpu_freq0,cpu_freq1,cpu_freq2,cpu_freq3,hwmon_cpu_thermal_mC,hwmon_cpu_thermal_uA,hwmon_cpu_thermal_uV,hwmon_cpu_thermal_uW,sensor_cpu_uW,smartpower_uA,smartpower_uV,thermal_zone_temp0
count,20.0,5.0,989.0,989.0,989.0,989.0,989.0,989.0,989.0,989.0,989.0,989.0,989.0,989.0
mean,2.9270000000000005,100000.0,1500000.0,1500000.0,1500000.0,1500000.0,54165.11931243681,0.0,0.0,0.0,5434776.541961578,1084217.391304348,5018044.489383215,54164.626895854395
std,0.021051315748352693,0.0,0.0,0.0,0.0,0.0,1103.6151955823073,0.0,0.0,0.0,12006.729547492445,2485.23186007772,2773.8736392884584,1103.3433270256705
min,2.91,100000.0,1500000.0,1500000.0,1500000.0,1500000.0,50634.0,0.0,0.0,0.0,5397000.0,1076000.0,5010000.0,50634.0
25%,2.91,100000.0,1500000.0,1500000.0,1500000.0,1500000.0,53556.0,0.0,0.0,0.0,5427000.0,1083000.0,5019000.0,53556.0
50%,2.92,100000.0,1500000.0,1500000.0,1500000.0,1500000.0,54530.0,0.0,0.0,0.0,5435000.0,1084000.0,5019000.0,54530.0
75%,2.9325,100000.0,1500000.0,1500000.0,1500000.0,1500000.0,55017.0,0.0,0.0,0.0,5439000.0,1085000.0,5019000.0,55017.0
max,2.97,100000.0,1500000.0,1500000.0,1500000.0,1500000.0,56478.0,0.0,0.0,0.0,5477000.0,1092000.0,5019000.0,56478.0
